Plot_Code,Field_Name,Common_Name,Family,Species_Code,Percent_Cover,Leaf_Type,Leaf_Phenology,Community
TUMC_IPS1,Juniperus coahuilensis  ,redberry juniper,Cupressaceae,JUNCOA,0.5,Microphyllous,Drought-deciduous,Woodland
TUMC_IPS1,Prosopis velutina  ,velvet mesquite,Fabaceae,PROVEL,48,Microphyllous,Drought-deciduous,Woodland
TUMC_IPS1,Sambucus nigra ssp. cerulea,blue elderberry,Caprifoliaceae,SAMNIGCER,11,Microphyllous,Drought-deciduous,Woodland
TUMC_IPS1,Sporobolus wrightii  ,big sacaton,Poaceae,SPOWRI,42,Microphyllous,Drought-deciduous,Woodland
TUMC_IPS1,Ziziphus obtusifolia  ,lotebush,Rhamnaceae,ZIZOBT,1,Microphyllous,Drought-deciduous,Woodland
TUMC_IPS2,NA,Annual Forb,NA,AF,63,Broad-leaved herbaceous,Herb - annual,Wooded Herbaceous
TUMC_IPS2,NA,Annual Grass,NA,AG,8,Broad-leaved herbaceous,Herb - annual,Wooded Herbaceous
TUMC_IPS2,Prosopis velutina  ,velvet mesquite,Fabaceae,PROVEL,0.5,Broad-leaved herbaceous,Herb - annual,Wooded Herbaceous
TUMC_IPS2,Sambucus nigra ssp. cerulea,blue elderberry,Caprifoliaceae,SAMNIGCER,8,Broad-leaved herbaceous,Herb - annual,Wooded Herbaceous
TUMC_IPS3,Acacia constricta,whitethorn acacia,Fabaceae,ACACON,0.5,Microphyllous,Drought-deciduous,Shrubland
TUMC_IPS3,Acacia greggii  ,catclaw acacia,Fabaceae,ACAGRE,3,Microphyllous,Drought-deciduous,Shrubland
TUMC_IPS3,Amaranthus palmeri  ,carelessweed,Amaranthaceae,AMAPAL,42,Microphyllous,Drought-deciduous,Shrubland
TUMC_IPS3,Bouteloua curtipendula  ,sideoats grama,Poaceae,BOUCUR,0.5,Microphyllous,Drought-deciduous,Shrubland
TUMC_IPS3,Cottea pappophoroides  ,cotta grass,Poaceae,COTPAP,0.5,Microphyllous,Drought-deciduous,Shrubland
TUMC_IPS3,Lycium andersonii  ,water jacket,Solanaceae,LYCAND,0.5,Microphyllous,Drought-deciduous,Shrubland
TUMC_IPS3,Prosopis velutina  ,velvet mesquite,Fabaceae,PROVEL,14,Microphyllous,Drought-deciduous,Shrubland
TUMC_IPS3,Sporobolus cryptandrus  ,sand dropseed,Poaceae,SPOCRY,0.5,Microphyllous,Drought-deciduous,Shrubland
TUMC_IPS3,Sporobolus wrightii  ,big sacaton,Poaceae,SPOWRI,0.5,Microphyllous,Drought-deciduous,Shrubland
TUMC_IPS4,Acacia greggii  ,catclaw acacia,Fabaceae,ACAGRE,3,Microphyllous,Drought-deciduous,Shrubland
TUMC_IPS4,Amaranthus palmeri  ,carelessweed,Amaranthaceae,AMAPAL,0.5,Microphyllous,Drought-deciduous,Shrubland
TUMC_IPS4,Astragalus,milkvetch,Fabaceae,ASTRA,0.5,Microphyllous,Drought-deciduous,Shrubland
TUMC_IPS4,Bouteloua curtipendula  ,sideoats grama,Poaceae,BOUCUR,0.5,Microphyllous,Drought-deciduous,Shrubland
TUMC_IPS4,Bouteloua,grama,Poaceae,BOUTE,18,Microphyllous,Drought-deciduous,Shrubland
TUMC_IPS4,Eragrostis lehmanniana  ,Lehmann lovegrass,Poaceae,ERALEH,0.5,Microphyllous,Drought-deciduous,Shrubland
TUMC_IPS4,Erioneuron avenaceum  ,shortleaf woollygrass,Poaceae,ERIAVE,0.5,Microphyllous,Drought-deciduous,Shrubland
TUMC_IPS4,Opuntia engelmannii  ,cactus apple,Cactaceae,OPUENG,0.5,Microphyllous,Drought-deciduous,Shrubland
TUMC_IPS4,Prosopis velutina  ,velvet mesquite,Fabaceae,PROVEL,50.5,Microphyllous,Drought-deciduous,Shrubland
TUMC_IPS4,Salsola kali  ,Russian thistle,Chenopodiaceae,SALKAL,0.5,Microphyllous,Drought-deciduous,Shrubland
TUMC_IPS4,NA,Unknown Perennial Forb,NA,UNKFOR,8,Microphyllous,Drought-deciduous,Shrubland
