ID_REF	GSM1684095	GSM1684096	GSM1684097	GSM1684098	GSM1684099	GSM1684100	GSM1684101	GSM1684102	GSM1684103	GSM1684104
ILMN_1343291	23599.32	22303.32	25980.17	24776.12	24776.12	26775.34	25980.17	25980.17	23599.32	26775.34
ILMN_1343295	6405.335	7732.652	6553.479	5296.746	7699.219	6430.156	6648.162	4801.034	8646.443	5654.935
ILMN_1651199	95.19509	106.2397	97.54575	94.69421	106.2895	108.2523	95.39828	102.891	83.56386	88.30685
ILMN_1651209	95.65199	97.22574	105.7544	100.5472	119.326	109.0526	111.9581	94.74513	115.3237	107.9074
ILMN_1651210	101.8298	97.09778	125.6475	102.2923	99.58566	119.7902	103.8358	105.9598	102.4458	94.93552
ILMN_1651221	111.7865	104.7196	109.8984	102.2313	102.7657	101.0684	95.42272	103.3855	109.3573	95.62341
ILMN_1651228	9156.968	8897.159	9326.865	9964.305	11063.38	8910.935	11254.25	7752.537	12157.25	10280.01
ILMN_1651229	253.5435	253.7028	230.3505	235.1324	179.8717	162.0001	184.002	168.0225	216.3499	194.0608
ILMN_1651230	96.60646	101.3388	90.95158	107.9239	101.5533	104.1124	90.00755	90.96959	96.2912	101.4941
ILMN_1651232	112.7772	106.5139	97.73111	100.5288	108.0603	101.5625	116.0861	99.38618	102.626	111.6425
ILMN_1651235	93.14098	87.22002	97.01304	88.7645	85.11107	89.97213	83.699	90.90257	86.7103	83.91021
ILMN_1651236	99.08279	89.85783	91.88204	98.29025	90.72884	81.14927	86.24977	96.56563	89.43494	101.0311
ILMN_1651237	104.996	89.32221	98.0738	94.43443	90.0013	94.7341	90.48267	105.2137	122.3213	105.8363
ILMN_1651238	97.66363	82.16421	92.0704	83.70875	86.65266	87.99304	79.1109	93.57023	81.44939	95.70574
ILMN_1651249	95.8838	127.0938	99.05557	97.72118	103.309	93.40836	90.06386	103.2983	95.62341	89.80693
ILMN_1651253	101.3892	100.5521	85.09492	96.01041	103.9237	102.812	88.86362	88.42734	91.53912	114.2485
ILMN_1651254	844.7676	511.0703	761.3542	525.5374	960.1649	583.1263	1098.08	760.5709	1093.63	651.7766
ILMN_1651259	120.1448	123.4549	129.0879	134.0189	114.3323	133.6357	129.7194	133.2019	140.4339	123.6398
ILMN_1651260	84.38872	77.31319	85.23872	78.1781	85.60119	76.88634	78.87298	83.09529	82.80003	86.87125
ILMN_1651262	1993.118	2308.447	2339.091	2597.455	2524.237	1979.168	2573.153	1903.941	2774.737	2191.332
ILMN_1651268	88.49289	94.07542	100.869	84.82942	95.54652	91.10521	101.6193	99.54362	97.07655	97.26104
ILMN_1651278	367.0508	593.6421	368.4373	537.124	316.4806	364.311	383.7283	551.3224	420.8353	559.4302
ILMN_1651279	300.4318	236.6066	137.7008	102.474	129.0914	117.737	110.0892	127.3125	119.0448	120.1709
ILMN_1651281	109.9958	127.1854	100.1065	99.35538	100.4404	119.6414	107.8684	88.91969	88.70972	96.85374
ILMN_1651282	103.8185	115.2292	107.8838	99.55845	133.8848	120.3671	129.425	122.5303	108.2317	106.5914
ILMN_1651285	103.0222	103.7589	92.31614	109.7201	121.1628	108.5454	119.8709	119.5816	100.1721	107.818
ILMN_1651286	85.82522	86.89586	87.06268	79.80762	89.54874	84.61744	122.0935	96.18937	100.7547	90.94193
ILMN_1651288	111.058	123.2017	111.8232	130.097	108.8434	117.7356	124.1014	114.0174	120.0355	124.6039
ILMN_1651292	97.04938	93.71802	87.63197	87.34579	88.86948	81.8616	94.68282	99.66335	102.2645	79.29958
ILMN_1651296	616.5554	475.0079	343.7119	326.3596	1220.553	674.5222	378.8824	380.4696	452.2847	337.6811
ILMN_1651303	106.6973	118.0886	99.51601	99.55276	106.9837	97.78721	114.0348	109.9913	114.0977	105.4233
ILMN_1651309	85.49309	83.01308	80.57792	88.85765	86.18781	83.78477	86.57623	85.80666	82.98772	83.61592
ILMN_1651310	109.4116	106.3085	105.2282	87.18398	92.36787	100.1482	93.59354	95.60966	105.5936	104.5956
ILMN_1651315	456.4171	476.988	658.1472	526.8557	1160.292	748.868	478.7869	363.8395	714.8823	409.1686
ILMN_1651316	630.4602	660.6796	190.0858	337.819	186.0642	549.7397	186.6462	616.652	103.6266	173.126
ILMN_1651325	99.86231	101.7974	95.78677	101.3933	89.32992	97.61643	93.40736	89.77159	101.1753	96.47845
ILMN_1651328	159.3378	219.7572	142.5249	128.5964	150.2793	127.1174	121.3366	135.4831	183.4889	173.5289
ILMN_1651329	104.7067	109.6473	93.27974	100.7097	109.1118	117.6288	107.7093	110.5658	102.9159	106.7843
ILMN_1651330	82.29877	86.94034	85.22809	83.68488	77.49821	82.92934	93.78368	83.43249	84.99415	80.82188
ILMN_1651336	93.471	85.09004	116.5255	128.1034	135.8503	125.971	123.2081	115.5961	120.7824	109.6525
ILMN_1651339	115.7327	106.963	95.28635	101.3372	96.04339	101.1391	109.1913	117.0417	92.97906	119.2005
ILMN_1651341	121.813	96.5954	137.9231	138.1657	119.0717	115.5044	117.1168	149.1542	124.1903	123.6156
ILMN_1651343	166.3578	136.4838	124.9291	134.6538	120.9506	134.5719	110.5615	106.5964	123.8425	117.8766
ILMN_1651346	213.6642	254.1922	211.8097	242.9467	197.7348	218.7901	253.4907	235.718	283.791	250.0464
ILMN_1651347	3018.151	1944.892	3399.124	2137.391	3881.628	1909.514	2792.492	1410.927	2803.377	1455.896
ILMN_1651351	110.3101	92.63667	95.91428	92.24126	87.98599	86.54765	101.7318	96.08804	99.65321	90.99867
ILMN_1651354	112.2555	101.1591	96.23555	125.5436	116.3331	148.3158	146.0671	118.0687	121.9524	114.1874
ILMN_1651358	93.17197	83.36314	86.46782	76.95004	90.13889	85.19983	99.81393	85.83595	87.55182	81.93632
ILMN_1651364	113.7092	105.9906	110.7084	103.6115	117.7656	124.0111	105.5363	101.8494	110.5531	99.04095
ILMN_1651365	77.59585	82.11048	82.13777	87.33807	71.19293	82.55222	83.34024	102.8848	86.61027	75.82005
ILMN_1651369	111.1187	104.0216	87.1029	101.2873	99.56731	109.9824	83.18549	91.39543	101.3686	89.95889
ILMN_1651370	104.1101	109.2036	87.90701	108.3396	99.91685	106.9052	90.89465	107.5406	102.472	102.1515
ILMN_1651373	101.6927	92.64643	89.53076	100.7851	88.43587	102.469	92.30146	90.32957	103.76	96.00845
ILMN_1651378	249.1228	219.3123	329.066	319.3969	358.6615	303.6404	244.4367	239.3854	340.9698	270.9142
ILMN_1651380	107.2228	124.0333	116.7529	115.4124	112.4428	107.1656	94.36935	102.9702	107.106	108.4794
ILMN_1651385	307.0453	305.1425	303.1543	265.4698	324.2953	272.5617	225.8992	277.1217	370.8104	300.7929
ILMN_1651388	105.4623	115.3493	98.66624	107.9985	131.3494	97.17476	96.35875	104.704	111.7224	103.578
ILMN_1651395	115.1176	104.7708	113.1245	119.6201	113.896	117.5212	96.06612	111.4977	102.5016	112.739
ILMN_1651396	99.84767	108.3221	115.0912	114.2836	108.707	102.5919	108.7488	91.71228	105.4728	104.4545
ILMN_1651403	98.50865	109.3134	100.9325	136.8783	101.8215	107.9084	119.0728	120.5917	112.1925	111.5275
ILMN_1651404	104.0052	95.18272	117.4979	100.2997	97.44373	101.0926	98.37467	103.4149	91.38377	97.31736
ILMN_1651405	1096.655	1051.849	1161.377	1067.911	1402.311	916.0073	866.0601	810.3395	1469.117	1071.468
ILMN_1651408	102.3725	91.03151	99.73266	105.3448	104.8626	92.30495	105.6842	117.3303	110.8794	101.9686
ILMN_1651415	141.6911	117.0597	152.0926	154.7689	155.0104	107.7301	195.2716	116.0369	139.3265	127.3686
ILMN_1651428	96.82263	104.2113	92.49684	99.04547	103.7613	97.90004	102.056	98.62882	101.4009	102.6814
ILMN_1651429	111.0931	103.8825	108.5607	92.92869	102.9012	112.0972	103.8834	90.09772	87.98937	98.97813
ILMN_1651430	83.30681	84.23693	91.03792	89.67693	78.74455	88.5602	99.58958	102.5888	86.61275	88.42865
ILMN_1651433	707.1905	437.3549	1333.199	913.6683	1158.291	1553.979	1782.856	1488.535	795.8333	951.691
ILMN_1651435	102.4753	95.13595	90.51479	89.85233	94.66563	102.3094	89.95406	93.40836	105.1264	96.63382
ILMN_1651437	103.0548	90.92444	86.03551	92.33668	94.95237	92.47156	91.67141	94.82158	105.1864	105.7187
ILMN_1651438	169.7854	154.4306	195.9771	172.574	181.8456	164.1432	131.5506	136.4838	121.7364	117.3202
ILMN_1651447	108.376	91.26935	101.6078	107.8848	95.26497	97.89157	95.89083	93.39648	77.53211	88.03531
ILMN_1651453	111.1615	123.7055	126.2866	105.9761	101.3695	122.5816	126.0003	107.5619	102.5095	101.9151
ILMN_1651456	89.96459	85.00268	91.29465	90.74541	83.71976	84.97519	81.15931	92.32376	83.09221	90.91418
ILMN_1651457	111.3774	106.1691	103.6183	99.53021	105.5976	96.13479	86.96773	99.30126	112.6391	92.54118
ILMN_1651464	113.9494	121.1502	93.05734	99.61504	126.1421	101.3851	129.3483	117.5109	113.1063	106.323
ILMN_1651466	107.1717	106.6344	100.0631	95.897	109.3976	93.45248	78.57502	91.4407	94.87131	104.9616
ILMN_1651470	88.63236	96.05437	103.9788	94.52627	93.76828	90.57553	107.9265	97.66228	102.3217	111.478
ILMN_1651477	92.42753	81.35899	91.30001	81.85268	90.25621	85.64095	97.08201	120.5705	89.11945	92.33774
ILMN_1651486	97.93116	106.9901	120.0263	105.3964	92.59109	95.53773	108.6385	84.72638	104.1774	121.8036
ILMN_1651488	102.8554	112.466	102.8047	104.0552	116.6116	111.4518	123.1231	136.5488	95.00485	118.1058
ILMN_1651490	110.7105	115.4092	101.9659	131.8728	105.6109	106.7843	104.6492	115.6767	93.98807	111.2356
ILMN_1651492	119.4023	100.213	102.4862	103.4535	106.6551	104.5475	94.82866	122.2157	113.3853	115.1786
ILMN_1651495	99.96796	90.31825	89.54485	85.49091	91.81683	90.65234	109.1949	92.39378	103.4162	97.60753
ILMN_1651496	1159.036	1179.103	893.5378	1084.989	594.9359	587.4682	373.7798	629.9455	712.5449	1010.149
ILMN_1651498	125.6663	371.7108	123.4785	172.2524	176.6876	191.9897	96.78046	146.6858	122.727	121.9558
ILMN_1651499	285.315	245.0931	194.481	195.3775	186.8902	150.9915	194.7025	223.8964	292.5092	257.5357
ILMN_1651501	108.8961	88.71857	99.91332	98.06763	108.1339	81.67692	96.61036	87.9503	101.9245	97.71783
ILMN_1651504	317.6576	323.9786	282.9573	283.0926	262.3505	219.3123	238.6956	234.8191	292.9215	305.8362
ILMN_1651506	157.7106	228.1737	167.3707	243.0145	171.6366	219.5366	191.3039	252.234	165.9415	251.2012
ILMN_1651507	100.7547	104.8147	103.4535	146.1017	109.756	143.3198	113.6027	110.2761	100.3755	116.5058
ILMN_1651508	107.4536	111.5228	103.8261	118.5216	117.065	113.4877	101.465	114.507	121.2855	128.1012
ILMN_1651513	448.111	403.8697	420.8353	330.1445	329.8153	370.9442	539.345	526.1151	448.7814	463.9099
ILMN_1651520	105.1136	109.9302	120.0801	109.1475	104.8738	114.4642	90.04211	91.67854	115.4989	108.1926
ILMN_1651532	109.0171	105.6848	111.7569	125.5358	120.8533	109.6023	107.7324	101.0186	96.11166	110.2581
ILMN_1651535	109.0725	120.2967	111.9905	103.7496	125.8431	114.7127	107.2467	118.3917	114.1462	122.4024
ILMN_1651536	81.77991	93.30334	89.72821	88.18971	93.07028	93.9481	84.84261	91.75805	107.323	90.23454
ILMN_1651538	130.1333	118.323	154.0945	137.6469	113.6984	132.0165	132.6943	115.5758	110.8576	114.0224
ILMN_1651543	88.94714	97.69564	85.52247	99.47149	95.52747	102.7355	98.26017	109.4582	90.05931	115.6564
ILMN_1651544	103.1751	98.52302	91.25948	102.5222	122.5494	107.8657	115.3561	101.0886	119.9791	101.7838
ILMN_1651547	118.6454	110.5924	91.13426	121.4666	102.0826	102.0216	77.98724	92.70412	100.7439	92.05744
ILMN_1651554	128.6559	114.2799	131.2567	112.1506	122.7689	133.0509	105.7784	97.00546	101.8757	111.2339
ILMN_1651557	136.4013	105.3977	182.9429	185.8891	171.9946	236.6712	174.3766	198.4801	155.4612	187.9394
ILMN_1651563	97.86183	90.95639	94.44606	107.0084	96.83981	100.04	81.67315	91.39253	122.1588	89.9077
ILMN_1651565	133.8981	115.941	108.9604	99.25594	119.1376	112.6037	113.4422	111.3396	105.7257	116.4131
ILMN_1651567	102.3566	133.3325	105.4601	123.852	107.8292	104.0078	125.4005	115.4316	105.9588	104.8789
ILMN_1651568	103.3384	101.0468	116.5448	111.0288	108.1245	105.768	113.7878	93.8569	101.6265	106.5634
ILMN_1651569	114.7878	125.6875	115.5209	115.9426	133.466	133.75	96.97019	143.6007	105.0165	117.4584
ILMN_1651574	93.1814	93.03783	104.283	92.78349	98.4227	87.2604	102.2295	83.44633	97.69481	103.1971
ILMN_1651576	99.43589	97.50106	103.9112	95.10853	98.73662	93.31539	100.9252	107.5875	108.3302	83.31847
ILMN_1651582	92.80133	124.7542	113.537	97.25156	95.83862	97.01744	116.7734	84.98903	96.66404	96.00555
ILMN_1651584	96.32343	102.7291	93.33134	116.6616	104.3898	94.87054	98.53142	99.70193	105.2681	104.0903
ILMN_1651597	82.91796	82.57253	89.37614	105.6199	79.13158	90.90768	82.19071	85.63686	101.868	82.67058
ILMN_1651599	101.0301	106.0659	121.2404	115.0045	110.6849	115.5973	111.0906	107.2102	128.6343	125.5698
ILMN_1651604	104.0588	120.7156	117.6872	108.7375	105.7195	95.33189	143.0715	106.1248	101.9175	98.57549
ILMN_1651606	116.9878	117.322	97.62692	114.9754	124.5799	116.7403	112.5742	94.95237	105.2067	98.4945
ILMN_1651608	129.6779	120.5005	104.9111	118.8174	98.54314	108.648	102.1439	96.55553	130.8376	112.0716
ILMN_1651609	108.1141	108.424	101.0037	115.8104	125.6597	107.5795	112.8748	95.96851	104.8003	109.819
ILMN_1651610	166.2032	195.3775	146.6764	134.5236	245.4269	145.762	135.3013	120.7076	126.2957	114.2128
ILMN_1651617	108.5305	114.3869	138.0306	126.008	132.7232	164.3981	136.7113	171.1621	173.7077	171.1326
ILMN_1651624	96.98159	97.05741	95.50154	87.12557	93.704	90.76978	93.29484	106.0026	92.76112	84.17086
ILMN_1651628	244.7788	222.2548	292.0618	298.7928	287.8741	272.0311	294.4274	348.5097	307.6936	398.5289
ILMN_1651636	100.3011	122.6081	126.0191	125.6391	108.7404	109.645	128.3977	121.8865	126.6891	115.5944
ILMN_1651637	97.65368	108.2982	111.4931	120.4093	105.5567	97.86423	102.126	102.3188	98.8265	99.42815
ILMN_1651641	99.92993	98.43774	95.45622	99.82453	88.37438	94.96944	78.65924	84.67391	85.88595	84.00185
ILMN_1651642	217.3423	206.8971	175.5746	178.6556	217.5327	172.7201	158.7283	137.7414	225.9441	169.4269
ILMN_1651643	97.43438	123.3436	113.1769	90.48898	126.4212	116.8728	100.7389	98.36917	118.5231	103.8862
ILMN_1651652	82.97505	90.57878	84.16922	94.58945	84.81915	91.97005	93.01167	88.92439	102.7635	86.86691
ILMN_1651656	79.07384	80.56931	88.00446	89.43494	86.94215	98.61654	81.57342	79.29535	82.32335	81.57577
ILMN_1651657	93.96021	88.80872	90.34847	87.14572	101.5073	84.08212	121.8085	116.2481	105.0832	108.0772
ILMN_1651660	97.29484	106.8521	104.4575	114.9734	103.2292	124.2029	101.0719	99.21075	115.3839	99.43684
ILMN_1651662	96.42278	94.71341	92.08497	92.33537	102.056	86.78869	111.0509	84.49699	100.0934	93.88325
ILMN_1651664	102.0075	107.7514	114.5416	123.3465	114.8206	107.6834	106.6243	125.7195	92.32777	107.645
ILMN_1651672	111.0075	118.656	103.8947	112.8911	113.6508	109.9229	100.9369	109.0023	156.2575	90.85284
ILMN_1651680	10118.32	12320.94	9988.605	11132.44	11366.2	13650.35	13991.43	16991.39	11132.44	13991.43
ILMN_1651681	98.7109	104.8301	99.87859	112.5289	128.74	100.68	119.2005	98.22958	97.77427	106.2765
ILMN_1651684	143.0328	144.7783	179.322	146.4354	219.3426	124.0225	182.5862	154.5049	174.5963	123.0104
ILMN_1651685	91.47448	102.9143	94.0304	108.0931	98.477	115.213	87.01154	91.1497	98.8744	94.08801
ILMN_1651690	116.6449	106.9246	93.25581	108.7202	113.3664	96.4831	109.9587	109.839	102.1463	105.1433
ILMN_1651692	173.154	152.7155	200.3334	202.3661	236.8323	239.0586	194.8822	194.1428	223.5479	260.8038
ILMN_1651693	114.9816	130.7511	118.8761	115.4371	120.1013	128.0342	121.1079	105.8618	118.4695	98.6497
ILMN_1651699	96.81907	99.76149	100.1376	100.9146	101.2239	113.1245	111.7042	101.1816	93.25848	101.6354
ILMN_1651705	267.889	200.0054	622.8747	285.3573	930.3987	497.4351	579.4636	307.496	469.4811	308.2699
ILMN_1651708	106.0398	112.7772	106.0809	120.4593	113.8681	123.177	101.715	115.708	111.5773	108.6904
ILMN_1651710	90.64803	86.45623	102.7047	88.97485	136.0439	82.98319	110.8858	98.44532	84.06694	83.88783
ILMN_1651711	125.1195	107.4444	98.5563	106.5776	106.4867	131.2236	109.9998	95.53773	96.00109	92.416
ILMN_1651712	144.4477	119.6488	121.3734	128.786	122.1888	129.0346	126.4444	122.1483	100.2284	106.7392
ILMN_1651715	89.76968	97.20496	91.61021	84.57277	97.56763	107.6358	123.8293	109.2645	92.75213	116.9327
ILMN_1651717	100.5607	115.2026	101.2708	109.9958	96.65432	98.67128	97.00732	97.70115	111.6401	84.2503
ILMN_1651719	283.3784	224.5515	358.2371	265.5322	480.4165	314.9662	386.1945	315.9869	456.5759	401.2785
ILMN_1651727	94.14552	91.54193	97.87395	94.25659	99.13598	92.40558	99.96185	106.2868	88.36182	81.65375
ILMN_1651735	613.1742	420.9316	961.8508	722.181	1125.56	637.8927	823.3155	527.5836	688.8348	506.1668
ILMN_1651737	106.3983	98.97813	89.50231	99.50266	89.38199	91.80266	86.77349	93.90578	105.1084	92.13325
ILMN_1651741	107.6309	132.3779	115.4137	107.4602	101.5908	122.0056	97.66363	121.1017	107.0797	102.7821
ILMN_1651745	107.4617	111.0132	115.0889	121.6923	119.107	107.7592	123.6471	100.4316	116.2796	108.8762
ILMN_1651752	247.3711	256.3661	172.97	282.4723	232.3116	254.2485	320.9323	908.0768	337.1821	350.6743
ILMN_1651758	102.1208	106.7295	98.04006	106.691	116.1862	102.0617	117.083	118.2893	101.7572	114.8244
ILMN_1651760	103.5828	98.94424	109.4618	92.55487	101.2433	99.75111	105.2416	109.1965	96.98696	86.11558
ILMN_1651763	88.174	86.65829	82.77335	96.68712	95.92505	84.73315	101.2301	97.24859	85.29672	96.11353
ILMN_1651767	163.7054	183.8944	208.2529	179.7147	201.6062	211.4055	229.8341	219.7572	200.5535	264.0559
ILMN_1651769	155.477	149.3855	114.9828	128.919	153.2561	120.8835	145.0847	141.7467	106.132	130.7511
ILMN_1651771	115.2051	101.8564	117.7645	115.0657	104.0016	124.4133	89.80693	100.5508	92.2654	101.5596
ILMN_1651776	419.9375	234.498	237.5504	159.902	227.7176	161.9048	221.1183	136.9488	309.6933	187.5702
ILMN_1651787	91.87792	94.82158	98.0773	97.06626	91.22455	93.81181	112.0754	91.54022	109.5039	106.0042
ILMN_1651788	365.0298	429.1924	244.3269	310.7549	199.6087	270.0698	240.2004	272.0532	310.4684	344.3497
ILMN_1651789	99.55949	100.0476	102.0285	103.8261	99.00704	109.2443	95.5191	104.2469	93.7481	123.5969
ILMN_1651792	103.9912	119.4532	104.1581	124.7139	108.2484	112.393	115.6843	96.88847	106.7295	95.94846
ILMN_1651799	1276.558	1140.536	1602.964	1670.556	1689.981	1168.593	1469.117	1179.617	1701.831	1466.932
ILMN_1651800	83.04893	80.05882	86.7802	80.39902	112.6682	99.84883	103.2947	90.60162	97.76409	81.92004
ILMN_1651806	102.7167	100.9491	100.7037	97.6544	97.16171	95.86527	102.1236	105.3919	99.57018	92.89201
ILMN_1651811	113.4741	121.246	121.2152	101.3955	115.9921	119.2148	93.27168	113.1293	109.4812	109.5476
ILMN_1651817	107.8249	146.9213	103.3956	119.418	115.3569	107.2946	102.086	104.54	126.1561	109.7326
ILMN_1651819	244.7311	216.3959	200.1753	191.4863	232.2481	270.0998	222.2975	169.2723	193.1533	218.3451
ILMN_1651826	2715.738	3159.797	2062.877	3786.098	1088.167	2371.92	1551.906	2101.739	2907.732	3781.002
ILMN_1651828	589.8682	768.0995	1174.213	1322.901	942.378	1012.581	1388.461	1456.621	1361.009	1156.396
ILMN_1651832	1492.469	1481.927	1910.776	1862.467	2006.944	1885.009	2103.385	1585.246	1486.953	1951.839
ILMN_1651838	82.64173	83.58823	89.17888	78.63979	96.84807	82.78551	84.80975	89.50231	109.8157	112.1026
ILMN_1651846	103.9942	93.51428	111.166	100.3773	98.91576	96.68456	84.66943	91.42049	95.73166	94.99706
ILMN_1651848	93.32712	99.01286	91.65264	79.17139	105.4061	87.12239	94.32843	93.63625	102.354	100.647
ILMN_1651850	19557.48	17425.13	17425.13	17357.73	18913.43	17705.26	19325.26	16169.32	17931.05	15708.25
ILMN_1651865	90.06663	86.25513	92.46625	97.61261	90.92377	93.64394	98.69443	95.93068	87.4167	90.97951
ILMN_1651872	372.0403	644.6037	398.585	578.8636	367.513	409.4197	348.5097	475.8421	269.457	420.2369
ILMN_1651878	84.20781	86.1318	85.59097	92.51222	86.6264	83.87511	97.21957	109.9229	95.99184	84.81194
ILMN_1651886	1808.341	1373.895	1264.343	1183.561	867.6838	924.4144	680.1873	851.7476	1164.564	1074.947
ILMN_1651899	8897.159	7160.758	11803.98	10044.12	10066.78	10933.25	11474.18	9988.605	8044.512	7551.694
ILMN_1651900	114.2464	110.7942	92.8643	121.9689	93.01044	93.88007	92.61138	108.7805	88.08714	93.83887
ILMN_1651902	115.1852	129.9436	111.5333	113.9464	116.7734	124.5299	109.8813	113.4958	97.45568	104.2373
ILMN_1651903	100.2791	118.4815	103.3563	107.1455	115.8711	112.4144	109.9533	113.7482	126.0799	98.71326
ILMN_1651905	86.73439	82.58267	77.1662	88.92055	85.94427	85.29901	89.21741	81.94902	85.27391	97.40398
ILMN_1651913	102.0081	101.49	106.317	113.7407	101.9277	108.0031	112.813	101.2804	115.5738	114.6378
ILMN_1651916	104.2373	111.1331	112.6406	113.5716	116.5134	103.8902	128.0679	88.67405	106.857	101.7017
ILMN_1651936	175.5969	171.9825	159.7343	191.4478	187.026	183.5743	162.7322	166.1051	181.8171	161.1159
ILMN_1651938	119.2883	111.1063	103.1983	116.8217	101.6161	103.6266	111.1348	95.2231	101.1267	98.64069
ILMN_1651940	108.6156	84.78381	74.26824	92.48767	88.71535	81.8423	83.35597	89.79747	85.64095	91.84196
ILMN_1651943	114.7888	101.594	102.0617	109.8239	115.9223	109.3125	124.6819	118.7547	118.497	136.1621
ILMN_1651944	113.5895	102.0001	113.0553	125.1239	93.84519	113.8667	95.02974	105.9524	98.11894	97.88939
ILMN_1651949	131.7311	129.0481	171.8015	154.994	128.8093	145.4053	163.4528	171.9825	160.606	194.481
ILMN_1651950	95.2606	90.28101	95.77272	88.78261	89.49048	84.76381	101.7565	87.44872	99.21376	91.71107
ILMN_1651958	105.3375	101.0137	106.0561	107.0283	95.45168	123.6894	99.94931	109.7227	96.29218	96.99908
ILMN_1651964	109.0098	90.50871	115.4781	95.98405	112.372	96.23198	113.5081	97.49503	113.6758	99.60805
ILMN_1651966	128.9776	169.3974	110.6429	130.0153	119.2402	116.3381	121.8393	149.2163	104.4971	142.6723
ILMN_1651967	91.10228	92.85231	91.81824	96.70947	103.8726	92.32777	93.79789	95.93632	94.43645	110.7433
ILMN_1651980	117.4135	125.4945	113.9477	105.9983	113.2952	121.4688	110.3979	105.9373	109.82	112.2941
ILMN_1651984	93.43138	109.6525	98.93469	104.7674	128.6477	97.18782	140.6626	113.8002	112.7743	109.2735
ILMN_1651987	193.2318	245.4269	232.0117	293.7909	158.0868	243.4551	233.4495	290.7605	246.1206	249.0752
ILMN_1652000	120.8964	107.4215	117.5156	108.7294	111.425	118.7704	131.5468	110.7883	99.9064	118.4603
ILMN_1652003	127.0169	110.6104	136.3937	143.2664	154.9588	181.329	155.549	164.3586	163.32	133.1626
ILMN_1652006	96.03659	100.4081	119.6708	104.517	117.5729	114.7099	103.4068	110.3148	120.8007	117.6166
ILMN_1652008	145.9783	110.7182	147.2675	132.5422	122.0879	107.0726	145.4872	146.7969	115.9752	116.8252
ILMN_1652015	93.19105	109.2115	110.261	119.0342	108.7272	113.6291	119.8926	115.9804	113.8021	121.6083
ILMN_1652017	92.4304	83.40031	90.23724	91.18347	89.47025	81.7452	87.67731	88.247	88.68623	85.58708
ILMN_1652022	101.0793	91.73617	86.86801	101.8699	119.681	109.5531	101.1046	100.1645	100.8717	93.87713
ILMN_1652023	109.8779	122.7918	109.28	102.8092	115.6059	108.6581	103.0268	101.0137	97.27608	90.73367
ILMN_1652024	165.2945	116.2546	170.1938	137.8284	167.2243	164.2892	214.0596	173.568	151.3407	149.1323
ILMN_1652037	102.7415	100.9754	108.1312	109.9861	97.66634	94.05116	101.7572	102.3352	123.9115	98.75367
ILMN_1652056	83.42654	87.49907	81.61538	87.60563	79.24463	81.61538	82.00442	89.30814	87.97356	87.52672
ILMN_1652065	152.0127	124.5609	196.4422	249.9255	131.9322	180.735	185.4097	205.4591	199.0067	319.9025
ILMN_1652066	105.7257	99.62696	101.6021	104.6526	103.0582	111.4941	114.7412	107.3304	109.5524	105.1749
ILMN_1652072	106.3525	109.0171	115.5054	99.74429	110.4402	123.1692	117.0037	115.3131	118.1126	121.6045
ILMN_1652073	9123.049	6005.267	9054.055	8346.248	7250.845	7793.103	8294.713	7966.565	8180.989	6943.212
ILMN_1652079	92.40691	92.26087	95.2231	117.4764	101.445	92.86981	102.8189	92.38354	91.93031	104.9809
ILMN_1652081	96.90298	97.92956	88.6032	107.9111	97.44055	121.3366	98.76541	96.12186	105.6147	93.80432
ILMN_1652082	312.0472	480.2505	368.6019	560.7686	280.5009	479.1995	251.6602	396.3366	400.1616	673.9252
ILMN_1652085	351.4971	466.722	385.3021	471.9831	386.8202	482.9668	507.9507	607.5506	429.8317	474.2272
ILMN_1652088	86.56712	84.87725	92.12405	107.3926	85.03823	90.57408	93.44526	108.8036	85.30563	90.40295
ILMN_1652098	105.3874	94.9857	107.5292	93.00071	103.1414	91.57237	92.40205	91.03792	92.45336	106.8454
ILMN_1652104	88.15165	87.47519	81.84846	79.22887	78.09796	90.58572	89.68485	85.28686	90.3201	93.61301
ILMN_1652110	110.6711	100.1293	100.6136	103.8834	100.6433	90.7678	100.2657	134.4722	97.34833	104.0311
ILMN_1652113	113.2593	119.8655	117.1315	122.7972	120.6098	121.5322	109.3324	111.3728	113.871	122.5793
ILMN_1652123	1816.934	1620.269	2982.76	2358.984	2510.881	2486.962	2627.546	2412.974	2124.862	2000.672
ILMN_1652128	1014.86	1119.141	1459.741	1469.117	1671.889	1547.323	1602.964	1630.891	1389.371	1337.281
ILMN_1652132	98.08575	94.13339	89.86585	108.6843	106.0324	106.2469	103.6607	123.5239	131.4274	96.27792
ILMN_1652137	88.07296	84.39432	82.52637	87.54954	88.69978	86.96324	92.42509	93.18928	84.07412	96.82683
ILMN_1652144	107.2013	126.11	97.07554	124.5878	108.2813	105.5821	100.9698	89.99136	105.315	119.9518
ILMN_1652147	176.5682	179.8469	148.9851	143.9024	155.732	118.9574	116.2297	121.2152	141.2933	147.1114
ILMN_1652151	97.67767	109.117	109.7709	103.8605	109.5536	101.6091	112.0229	118.4504	136.2221	103.287
ILMN_1652155	93.58497	95.54364	86.06755	97.674	128.4809	100.1314	96.24654	88.72054	101.1772	83.26295
ILMN_1652160	219.1544	212.5509	231.074	197.1586	198.964	215.7218	203.3328	202.2215	174.2522	183.3046
