ID_REF	GSM1684095	GSM1684096	GSM1684097	GSM1684098	GSM1684099	GSM1684100	GSM1684101	GSM1684102	GSM1684103	GSM1684104
ILMN_1664706	133.2695	98.18954	129.1356	111.414	97.34359	100.2929	117.7517	122.8164	109.7175	97.92844
ILMN_1664718	662.8413	444.2193	456.0573	477.4606	489.614	408.1478	568.0302	468.6861	640.3214	440.813
ILMN_1664724	92.87741	98.61654	101.7006	100.5464	95.68507	97.10651	116.8102	84.899	88.17515	97.24291
ILMN_1664736	102.7027	100.8346	108.3918	118.8991	90.92253	106.619	108.5818	113.0336	103.6667	116.5766
ILMN_1664738	166.1888	204.6	201.4668	165.583	146.7803	144.7915	164.9867	146.5137	163.7201	155.8637
ILMN_1664741	94.60699	88.27156	108.2357	102.8633	89.79136	94.83241	120.4145	111.6804	87.62195	117.3365
ILMN_1664748	89.5913	107.1177	116.1183	92.02216	106.2113	128.9523	109.2257	82.9492	100.8557	86.49919
ILMN_1664750	1302.193	923.9909	2683.178	1896.763	3106.534	2616.785	2181.803	1834.459	1732.012	1437.922
ILMN_1664756	690.874	752.0264	591.1	826.3179	453.8362	692.9913	847.6471	1024.615	680.1873	868.0978
ILMN_1664761	597.2059	363.4383	1390.834	898.3333	1122.23	706.0994	807.7399	535.5547	1193.485	771.9265
ILMN_1664762	102.0483	96.61367	95.77516	115.0216	92.4128	106.6401	99.22529	89.07378	109.0843	93.41491
ILMN_1664771	90.77083	96.29218	87.57503	90.62476	80.08791	87.53103	87.07928	84.63158	82.92934	94.22887
ILMN_1664772	87.46557	96.23331	84.40517	98.33257	110.3281	89.12695	91.49897	98.79599	95.56223	110.3771
ILMN_1664773	83.41222	90.07665	84.9396	108.6003	95.38793	102.0751	95.44547	79.6361	107.6948	100.9552
ILMN_1664776	813.173	1000.078	860.7903	1258.759	710.5445	1036.744	825.7999	1007.186	1167.043	1357.961
ILMN_1664779	86.54765	83.69586	87.83328	81.20004	88.92786	77.06436	91.70963	95.45079	88.55026	90.05742
ILMN_1664780	101.6151	103.1217	107.9337	117.0417	97.61005	106.376	96.72323	100.6046	104.9935	97.17476
ILMN_1664798	271.194	192.9779	302.8947	357.2557	344.9141	344.2135	460.0321	346.2328	365.5424	357.7927
ILMN_1664802	2423.526	1369.652	717.1135	885.5645	899.2686	664.4	518.1793	543.1785	737.4273	856.2761
ILMN_1664815	101.8931	94.30831	98.80849	93.96224	83.55573	90.28826	99.01543	112.3949	92.02062	97.39178
ILMN_1664823	82.73397	116.4333	106.3996	82.93233	88.29227	89.04916	96.73562	104.4778	94.32465	109.4871
ILMN_1664826	460.6422	459.0428	384.2757	409.1686	350.5811	349.6034	306.183	333.1576	288.1855	333.0828
ILMN_1664828	117.0549	99.49571	120.1121	118.9436	108.6681	102.9761	131.0583	118.2911	143.0328	196.3842
ILMN_1664833	771.9265	978.4825	707.1905	935.9483	515.265	670.6601	551.4658	747.6961	490.3375	654.0012
ILMN_1664854	98.28146	111.9362	100.8804	106.5914	101.0985	114.5861	95.4213	94.48526	106.7402	97.58471
ILMN_1664855	105.0412	124.9956	112.6397	121.6558	92.81777	121.7845	105.811	107.8199	105.226	122.1413
ILMN_1664859	110.2372	91.17164	102.9953	98.62988	90.59661	114.9438	97.50293	94.81026	102.5839	106.2159
ILMN_1664861	82.46735	93.41634	96.86787	85.60119	97.35091	87.68687	96.24313	81.0153	79.29535	102.1236
ILMN_1664863	149.7767	195.1749	103.5674	135.8803	121.2758	99.38787	110.3263	125.0775	138.6389	189.6486
ILMN_1664872	89.13583	85.13924	82.95141	101.348	88.797	98.69324	94.46638	93.22646	93.56205	95.41817
ILMN_1664878	293.6886	241.0199	416.8005	297.8257	315.3997	229.6642	157.9191	143.587	321.175	290.9599
ILMN_1664907	94.11074	92.95972	96.25258	103.2209	86.18147	94.38389	93.22321	94.29812	105.1348	103.4457
ILMN_1664909	111.4822	116.8716	109.0012	116.3496	106.482	107.5084	89.91513	95.71208	87.93542	103.9422
ILMN_1664910	121.8938	105.4858	111.5099	105.6079	111.6774	113.1578	141.0747	108.8736	117.7517	104.1082
ILMN_1664912	207.3846	123.8293	205.2378	127.6772	375.2744	154.6887	223.754	133.8151	264.3882	151.7528
ILMN_1664918	94.20192	96.13296	110.1622	108.4777	98.85139	104.0024	109.2754	96.78641	99.02534	99.89452
ILMN_1664919	92.65942	118.2029	116.9472	110.4918	110.7084	113.2818	107.8411	125.731	111.7451	93.00405
ILMN_1664920	684.5664	1069.327	620.2388	938.0073	598.2542	989.6925	729.7571	1022.722	946.7321	1511.104
ILMN_1664921	1415.369	1173.552	1534.041	1421.813	1152.847	1167.92	1424.237	1453.523	1608.024	1323.981
ILMN_1664922	565.7791	308.4778	1012.877	628.2479	1664.796	1308.987	1058.063	785.5596	1016.235	765.1758
ILMN_1664926	98.85778	101.4444	99.34274	104.7371	115.6719	99.47479	110.7647	116.57	98.95955	100.1981
ILMN_1664928	124.0402	104.8194	112.155	97.73578	105.5821	95.27835	107.7159	113.2014	100.0162	111.1653
ILMN_1664931	2019.634	1538.938	2364.787	2257.823	2146.615	2760.844	2379.373	2876.504	2254.272	2371.92
ILMN_1664937	93.69941	87.6644	121.9931	85.83595	89.51682	100.6039	105.5402	99.77124	110.1077	88.90244
ILMN_1664946	91.48486	86.83519	80.35372	86.19148	82.36452	79.66705	100.6728	92.26848	101.7585	98.02274
ILMN_1664955	120.6497	135.6713	137.7313	133.7081	123.1574	136.6035	115.0302	131.2157	125.5567	129.7855
ILMN_1664956	742.939	589.1064	1146.118	679.9733	1659.025	627.6575	1253.163	699.476	1352.457	953.8359
ILMN_1664959	122.7049	130.2682	101.6563	115.3931	128.3028	111.3657	117.8064	101.9435	130.4392	126.964
ILMN_1664960	88.89429	85.47905	88.75254	92.04479	87.97023	92.0376	90.7441	89.81932	86.0847	89.51453
ILMN_1664965	91.01472	138.9965	99.21156	97.61751	89.18942	117.3386	84.11663	88.43847	87.50999	83.0596
ILMN_1664969	112.2951	105.3166	115.107	106.1376	104.1681	98.17459	99.78829	99.98862	101.346	100.9891
ILMN_1664978	217.3024	218.9339	383.7283	306.2782	254.0606	361.3952	297.6162	259.3105	279.1691	246.1897
ILMN_1664989	108.9899	102.5476	93.32473	106.3946	108.2937	91.03493	97.07057	108.9934	104.5459	105.9761
ILMN_1664993	99.43924	98.73662	114.417	97.74799	98.39219	98.48987	112.3589	114.9816	107.9518	113.8503
ILMN_1664994	123.2944	116.6251	188.9874	160.452	189.8182	134.9458	184.2645	156.3357	158.1768	146.1755
ILMN_1665004	824.733	693.1932	377.4541	434.9758	351.7021	410.619	372.1494	414.2644	547.1359	568.7686
ILMN_1665007	103.7421	106.3766	102.9999	106.603	94.14219	99.64074	97.64848	106.3278	89.61523	112.0919
ILMN_1665011	104.3043	104.0989	110.7764	96.81817	110.2307	111.08	93.13776	100.6322	97.97076	115.8219
ILMN_1665013	109.907	103.0222	102.5011	101.5019	125.9545	102.2285	123.0525	115.125	115.9043	130.9682
ILMN_1665022	129.9119	128.1741	107.5406	123.8341	129.5002	134.8232	89.07797	104.1449	117.3129	135.8278
ILMN_1665024	122.51	114.4822	128.7253	132.3137	117.0378	114.964	117.1381	113.0243	115.88	121.599
ILMN_1665033	106.614	103.1456	112.2536	124.1558	91.31698	101.9188	98.24889	112.7208	97.54752	108.786
ILMN_1665035	101.8879	86.82491	83.46759	79.84122	93.26173	96.83164	83.82751	103.7683	97.2564	102.8464
ILMN_1665038	107.3191	121.8892	117.5109	110.5756	113.0455	113.5965	102.1631	93.55788	104.9185	97.77228
ILMN_1665040	122.0239	127.0308	115.1123	119.4856	124.0625	116.5534	106.014	112.5462	113.3623	127.6343
ILMN_1665049	1883.878	1422.486	1178.644	899.2686	640.5363	604.536	752.6395	778.1652	936.4689	742.0464
ILMN_1665052	121.5778	113.8725	103.1262	114.4622	107.9591	101.0724	118.2352	136.1767	105.759	112.0902
ILMN_1665058	125.5031	115.2628	116.4303	111.4422	130.2227	129.0769	102.3959	122.3909	130.7077	126.3553
ILMN_1665060	102.6099	96.1305	100.2808	102.4709	98.41637	90.02647	116.2525	111.3536	114.1183	104.3779
ILMN_1665065	112.7208	114.9422	117.6112	114.0664	120.5772	96.29863	115.7972	101.3876	117.9498	108.2238
ILMN_1665066	286.2025	287.1711	390.4512	335.9928	396.0526	326.5072	358.0903	291.4656	322.7184	341.3585
ILMN_1665081	98.55698	85.66075	87.90001	92.1861	118.5959	82.96259	86.86533	98.13257	94.60825	91.57678
ILMN_1665086	105.5287	105.8694	102.8451	100.3124	114.6589	131.3535	102.6523	109.1339	112.3531	84.45166
ILMN_1665092	115.708	106.8839	129.8541	98.2111	96.21758	125.5053	108.1095	112.9057	92.95338	85.22301
ILMN_1665094	130.4944	115.9692	116.57	131.3367	104.414	121.5778	110.3539	114.7596	130.3999	125.9571
ILMN_1665095	2723.452	1479.624	3361.551	2531.17	6260.304	3575.047	2603.844	2134.007	4025.064	2719.245
ILMN_1665100	97.40942	100.0643	106.008	114.6875	126.1062	100.6433	100.6933	109.8791	106.4492	134.073
ILMN_1665107	109.3732	117.0002	144.2762	141.9907	93.56783	113.3071	123.2228	116.0911	106.0398	121.0774
ILMN_1665115	101.1634	91.47787	98.42812	100.5503	86.28669	86.12497	101.8642	98.48264	101.1967	88.36734
ILMN_1665117	115.5273	110.0603	131.5241	132.8609	105.7187	167.1388	137.259	155.3521	154.2595	166.3578
ILMN_1665123	95.43298	110.9304	106.4917	90.55315	97.17416	107.8333	117.9272	93.65937	100.998	96.87361
ILMN_1665132	80.94329	84.55576	84.20781	92.83325	99.7526	88.57341	90.45429	79.48078	89.99572	98.78033
ILMN_1665135	268.4047	251.767	145.8517	190.0608	118.5789	176.1274	115.4982	205.5554	109.7067	163.1005
ILMN_1665136	78.67502	82.96658	96.86458	86.30224	82.68558	84.38872	104.7013	99.54605	90.89465	99.19214
ILMN_1665144	133.7808	101.6869	100.9433	107.2276	103.871	110.614	103.3225	111.1163	84.34273	92.25621
ILMN_1665147	106.2241	96.47058	93.20621	119.8506	96.40588	91.51846	108.5206	96.72957	105.5442	124.9745
ILMN_1665148	1144.873	1052.628	2612.673	1363.556	2956.108	2427.835	3619.484	1722.182	1576.871	1239.882
ILMN_1665150	132.4165	119.3469	102.4335	127.3366	113.9949	110.8209	114.8127	105.9508	100.9636	112.0308
ILMN_1665152	120.2475	106.6098	98.56979	114.9449	101.7117	100.6637	108.4824	99.9638	115.7532	103.6817
ILMN_1665164	161.2606	136.849	191.1187	189.5717	166.8795	164.748	192.3457	175.3691	160.1176	155.0663
ILMN_1665167	76.85905	80.6409	80.2522	89.77985	81.69476	83.20728	117.1797	77.13623	88.15165	83.78477
ILMN_1665168	94.73707	108.6156	91.49522	100.7907	96.23074	92.53404	104.8641	95.59854	115.6375	121.0323
ILMN_1665180	108.9846	121.2577	110.4277	113.7611	103.4399	124.5461	111.0481	112.7782	107.9651	110.1025
ILMN_1665183	103.4927	94.96062	97.5799	91.40959	98.64069	99.78136	91.32376	105.4566	103.4364	76.58781
ILMN_1665192	121.792	107.6168	121.7906	118.9425	123.4368	114.5217	116.1202	105.9045	101.3033	104.6151
ILMN_1665201	95.20472	97.76851	89.75593	81.66625	96.28489	97.08929	95.53555	94.21323	108.0637	110.015
ILMN_1665203	118.9698	107.3097	102.5741	107.2318	105.0583	115.708	100.6224	114.3709	119.8468	155.6061
ILMN_1665205	307.7708	269.4026	290.2041	380.7446	234.6574	266.8667	178.8501	197.9757	191.2073	241.0532
ILMN_1665207	97.85957	96.40924	95.19025	98.67923	95.07621	92.36956	106.008	108.3396	102.1301	115.6126
ILMN_1665208	121.0845	102.6804	94.54536	103.8141	99.28359	118.569	95.84422	110.6361	113.7527	105.1339
ILMN_1665210	86.23554	82.83466	92.26848	85.57417	88.96687	85.12777	101.4749	102.4773	81.8423	81.29254
ILMN_1665212	908.0768	919.9682	919.0615	824.733	858.4066	557.975	938.0073	640.7803	998.0428	794.765
ILMN_1665217	134.4459	147.9231	159.7638	144.1859	129.3091	115.3808	168.5669	136.8355	139.6841	138.952
ILMN_1665219	273.9536	297.8941	301.8554	325.3503	264.3129	298.6866	149.0813	169.6557	175.6914	187.1708
ILMN_1665235	99.32285	99.58958	109.2025	100.9776	170.7762	125.4472	158.9628	104.9163	127.8127	104.71
ILMN_1665243	186.5426	161.8939	129.8445	161.4328	133.2405	146.0883	139.0042	155.8398	150.221	168.7965
ILMN_1665244	100.2004	111.3328	107.3222	102.697	98.03679	103.5741	94.71071	106.7461	105.3419	103.9645
ILMN_1665245	93.76629	95.93934	85.58521	101.0004	94.44267	90.93594	97.72118	115.6237	88.04599	89.63313
ILMN_1665246	122.8405	101.632	91.27685	97.73858	96.61982	96.33823	106.6206	108.1576	106.3525	110.9619
ILMN_1665250	127.9905	137.6803	109.5837	124.2644	111.1379	116.466	117.1048	94.67155	105.7918	127.0397
ILMN_1665257	105.8139	109.5088	96.99614	86.61954	117.0357	94.82635	80.99599	110.1803	133.2452	95.3081
ILMN_1665260	98.01776	83.14413	78.67994	91.1497	92.01797	81.81781	90.94604	95.12015	90.58758	83.32294
ILMN_1665280	3267.549	1913.198	4479.973	3507.712	3434.747	3326.034	4660.181	3228.19	4219.306	3507.712
ILMN_1665282	105.1303	105.8206	123.0873	102.9028	123.9733	109.026	108.0479	106.4324	111.6754	115.0138
ILMN_1665285	116.1876	114.4692	124.9856	113.4568	113.2203	111.952	114.438	115.1872	109.9208	105.0296
ILMN_1665289	137.3818	114.2355	120.697	110.4697	154.4659	116.9103	134.5843	112.65	144.1739	119.4059
ILMN_1665290	165.6299	188.0562	108.6107	129.2629	118.2155	110.2838	133.5066	102.1487	135.461	130.5556
ILMN_1665291	1550.797	1575.474	1290.493	1932.737	923.4831	1473.366	1088.79	1353.522	1473.366	2510.881
ILMN_1665293	98.0547	110.0685	95.30732	105.0577	97.07746	94.93918	109.7401	94.88626	104.4889	105.3113
ILMN_1665294	118.014	132.9377	122.3724	152.6956	103.3108	99.95888	97.95154	112.5246	134.8794	121.8573
ILMN_1665300	318.0957	347.444	272.0311	353.2356	219.6596	346.5256	230.3223	417.6077	241.4265	309.5038
ILMN_1665302	91.69755	90.16228	91.13264	93.87521	92.02216	89.18533	98.81299	115.2051	91.58826	83.84661
ILMN_1665304	104.5805	92.10855	98.52302	100.154	94.30697	88.14392	101.3124	96.98067	98.78622	99.66991
ILMN_1665307	80.16392	85.41494	86.48557	97.94608	89.2066	95.82453	87.27868	129.6303	87.89655	86.64167
ILMN_1665311	107.3702	92.54794	91.50285	87.60244	104.4119	93.16676	108.1792	86.27438	100.6728	95.28863
ILMN_1665315	110.2456	104.8441	103.2606	104.5492	105.5067	96.24858	83.91021	106.6499	103.8643	110.5801
ILMN_1665319	95.74156	92.60049	97.61174	87.05716	84.66042	90.21894	92.84082	100.0118	90.55705	86.4577
ILMN_1665323	119.9115	133.3916	117.4318	95.63151	109.9506	106.2958	105.1019	98.80582	97.07272	91.34913
ILMN_1665327	111.8535	129.6646	121.7437	105.8838	110.3539	111.7865	111.1787	129.816	103.6878	133.7384
ILMN_1665331	155.5053	117.9799	135.8041	112.1925	189.5717	108.3723	127.6124	122.3378	182.0541	131.1066
ILMN_1665332	176.947	140.9561	140.9493	116.6597	139.9129	128.5828	121.5709	125.6065	158.9628	121.3136
ILMN_1665333	150.1006	160.0804	145.6536	191.0511	130.1837	136.7113	167.9142	208.5056	196.3122	191.5502
ILMN_1665334	111.6551	132.0369	106.4799	114.8488	116.8716	120.2609	122.2623	103.8452	105.3507	94.79409
ILMN_1665335	124.8459	122.8628	128.7766	117.8648	129.7354	152.2553	148.4562	136.1121	121.5591	144.2469
ILMN_1665343	118.3304	99.69974	98.09339	120.4823	107.3937	100.2997	107.6254	86.77214	97.22163	84.1385
ILMN_1665357	300.8607	222.8405	248.8241	317.1512	192.5514	267.4466	249.6365	277.0446	222.8012	243.603
ILMN_1665365	118.3551	120.588	113.4323	108.6979	115.0748	106.9079	93.97986	85.51483	117.2776	116.5114
ILMN_1665372	86.32982	82.34138	88.51239	81.61844	83.36592	86.94461	87.97356	80.63755	68.60513	87.58875
ILMN_1665374	93.42789	92.4483	89.17525	86.45934	84.08402	83.24593	96.61824	120.2646	91.87891	107.164
ILMN_1665384	158.3129	134.1251	133.7929	131.5053	161.715	174.1256	141.6199	131.4433	165.9557	164.8253
ILMN_1665388	98.58839	102.1542	102.7614	97.11559	102.7086	105.3652	95.24785	110.0557	111.3896	90.82151
ILMN_1665390	110.6543	123.1788	107.7371	104.0256	96.41974	110.8446	82.70317	91.17164	99.09909	110.2537
ILMN_1665397	87.45463	78.62142	92.73279	80.42915	89.05566	90.0838	95.43067	81.36635	96.08307	85.6216
ILMN_1665417	124.5194	123.044	115.2907	118.0727	126.4444	110.7494	111.3852	126.7838	126.521	115.5509
ILMN_1665423	1979.168	2230.367	2185.234	2484.395	1816.934	1475.426	1826.21	1805.945	1688.629	1923.002
ILMN_1665425	100.7123	107.3476	116.7148	106.0206	98.27959	86.02303	102.9818	94.81239	109.3468	94.19336
ILMN_1665428	470.0779	455.7093	632.3448	784.9647	936.4689	917.6594	532.4697	613.1742	634.1437	955.8494
ILMN_1665435	156.4962	144.3237	113.0834	118.9389	112.787	126.5686	132.2176	121.6139	133.2353	129.6322
ILMN_1665437	107.7867	105.8158	108.5342	98.96571	110.0519	110.015	105.9277	108.8211	113.0756	111.0237
ILMN_1665442	112.3444	106.1932	102.0891	112.7169	117.0679	143.5313	126.4372	122.2542	116.0627	122.9844
ILMN_1665449	130.9305	107.5119	113.5496	116.5932	106.4949	108.498	103.1373	101.2274	102.8107	113.2191
ILMN_1665455	289.9925	630.4602	169.8305	320.343	263.3636	300.5565	153.3471	253.4907	221.3154	232.2115
ILMN_1665457	354.0816	224.3218	652.1401	304.3053	409.4197	429.8317	1600.008	865.0543	377.7358	310.7549
ILMN_1665458	99.41271	106.3062	103.518	96.27699	95.89578	99.52286	101.1753	105.1417	107.613	124.2107
ILMN_1665471	114.4308	113.8075	119.7505	108.9713	103.6798	102.7777	104.3468	113	104.6387	123.3408
ILMN_1665483	673.2386	665.9168	497.0353	547.8287	379.5379	520.1503	503.3105	590.8404	527.4189	558.5615
ILMN_1665492	91.57237	100.2929	96.05437	87.3442	94.17854	99.43251	114.2515	90.61308	120.4446	107.5785
ILMN_1665501	115.2548	110.6932	106.375	122.388	100.4491	94.15601	102.6135	87.56601	109.57	125.942
ILMN_1665508	175.9523	187.7785	136.3545	180.8766	135.8395	156.4809	143.9703	141.1716	116.0971	115.0421
ILMN_1665510	92.18735	115.9359	94.70973	96.10835	78.86691	80.60241	101.4069	88.35543	84.32924	87.80472
ILMN_1665515	81.03417	93.5957	83.6665	91.79318	90.37206	83.78181	108.1565	187.304	87.6479	162.0406
ILMN_1665520	110.8507	113.7497	122.0608	126.4472	104.1222	122.3489	114.1152	101.6657	116.6227	109.794
ILMN_1665521	81.64983	79.30846	82.59055	82.01633	77.82439	81.7745	95.35748	82.58495	79.33801	76.55118
ILMN_1665526	116.6269	104.3028	134.5778	109.5039	238.8866	209.5212	153.5925	134.3925	147.3699	107.8477
ILMN_1665535	110.1077	110.5952	112.0702	104.8389	116.8681	105.5334	103.9852	91.13182	117.1815	87.64265
ILMN_1665537	96.36125	105.6889	97.7805	94.05777	95.60057	91.91879	106.4595	113.2913	120.2519	108.1443
ILMN_1665538	182.9038	199.0875	278.8971	200.9766	309.8196	247.4116	197.8817	208.0413	263.7705	203.4975
ILMN_1665540	148.427	173.3652	136.6772	150.792	143.4089	122.1054	134.419	131.2933	152.7315	151.6783
ILMN_1665547	133.6582	159.1981	109.8005	124.5267	128.6737	123.8587	113.2453	114.9795	125.6447	90.25847
ILMN_1665550	112.7858	100.8924	114.3207	118.4103	104.8571	104.851	105.0158	104.8343	105.7628	105.9494
ILMN_1665554	164.1651	163.0398	185.974	199.5884	154.2891	143.1413	176.2256	197.0036	226.5419	231.1644
ILMN_1665557	245.6962	234.6768	235.9167	247.0583	219.3761	233.3623	212.5215	252.3842	160.8144	176.9686
ILMN_1665559	563.7229	536.7465	470.0779	522.0656	391.0675	688.8348	734.6827	740.2192	606.9976	698.3065
ILMN_1665562	123.9977	98.52716	132.0987	105.4111	108.8211	88.77614	95.43298	95.68872	93.58995	106.6397
ILMN_1665563	108.3208	92.93871	113.8158	100.5123	102.77	99.65025	92.18339	87.55817	104.3249	93.10209
ILMN_1665571	131.1334	111.5618	145.762	136.5219	162.7322	158.5541	153.1146	125.5266	129.6605	109.0491
ILMN_1665574	93.91037	111.0966	94.24117	96.45644	118.136	108.2643	104.2084	98.39828	98.0246	90.90883
ILMN_1665581	121.6268	111.0657	116.9632	110.5854	117.4046	112.2649	111.3751	94.84024	96.70087	100.8997
ILMN_1665583	525.5374	368.9693	724.1797	602.9412	666.6277	745.6987	837.2402	516.3915	925.4834	734.08
ILMN_1665585	112.1481	98.22714	115.9596	99.87753	104.492	99.85053	101.3652	101.552	96.73782	97.55994
ILMN_1665592	100.8081	105.9598	94.81471	98.04006	109.2222	108.6368	99.67085	83.23715	105.632	98.38879
ILMN_1665601	127.2383	163.4354	145.9671	167.2768	142.8049	159.8353	122.489	127.7745	125.3967	117.2982
ILMN_1665603	96.32755	103.1779	116.6422	95.12139	100.645	96.83074	119.6849	99.45161	90.54742	92.29976
ILMN_1665621	114.2922	119.973	113.9892	120.905	123.708	125.5978	116.902	119.9487	111.0566	121.7096
ILMN_1665622	122.0588	98.48673	107.491	101.907	115.4039	108.1443	126.7633	106.3568	114.5165	107.0875
ILMN_1665630	110.1767	119.3226	117.2802	110.8225	114.3299	115.7532	103.6209	121.9689	120.4012	134.8338
ILMN_1665632	109.6383	113.8796	118.03	104.9758	108.4032	117.25	112.7935	129.3406	109.0511	120.9035
ILMN_1665639	94.03264	102.6642	97.08485	105.6283	97.7493	104.9505	86.21794	91.94633	88.75459	94.11707
ILMN_1665647	129.9597	124.9576	170.7203	119.2024	157.6577	135.9508	162.7511	151.5435	154.4809	130.9499
ILMN_1665655	172.4876	171.6366	159.8353	236.6712	190.3439	243.2738	200.883	217.8796	185.2067	199.3927
ILMN_1665657	96.50795	118.7107	113.1487	107.4978	99.15878	112.2358	90.99867	96.81218	107.855	102.417
ILMN_1665660	100.1622	115.2017	119.913	108.1709	96.43844	112.7425	126.8517	108.8612	95.87598	170.7203
ILMN_1665671	94.46792	91.57909	88.05356	92.10767	79.44589	87.26908	91.93805	92.26167	83.62701	83.37173
ILMN_1665679	83.49528	85.56379	89.97593	95.7346	85.64863	95.31792	106.1884	98.11748	90.44291	94.21658
ILMN_1665682	110.8379	189.8182	91.74037	127.6836	83.97251	128.4244	102.4937	132.8328	105.2137	198.22
ILMN_1665686	130.4812	139.7165	133.4186	135.5979	127.8127	125.3803	130.6716	128.2309	128.5048	115.0842
ILMN_1665691	94.38984	94.43981	94.19249	124.1208	98.26422	90.92096	86.40738	103.3195	98.29762	94.54921
ILMN_1665696	166.9735	213.8446	154.6659	202.5205	196.2424	212.7856	180.499	170.2897	183.0847	174.1256
ILMN_1665700	111.4518	118.4391	132.4021	133.125	121.4085	132.6209	128.6737	131.9877	111.9673	146.0513
ILMN_1665714	108.8893	109.1998	105.0244	112.309	97.45939	107.6557	94.58521	88.22726	99.35133	87.70428
ILMN_1665715	120.131	117.8286	120.9317	107.1	105.3852	96.48656	124.5224	104.7708	98.45307	114.5621
ILMN_1665717	1080.338	488.3366	1069.327	671.6586	948.3872	604.7689	904.1525	574.8405	872.9686	438.1064
ILMN_1665723	89.54593	99.68682	92.25321	94.97958	100.1764	87.65606	96.01951	99.99106	98.39219	98.91488
ILMN_1665730	613.8716	387.8266	783.2527	538.2888	513.3005	516.8568	453.016	374.9686	619.0172	459.12
ILMN_1665732	105.1011	92.81631	114.366	91.82667	95.80313	123.2767	101.0229	93.96649	108.3961	94.67861
ILMN_1665733	119.1981	145.2892	119.5578	98.69443	120.1042	106.7762	107.548	106.4015	105.9817	108.0433
ILMN_1665736	381.6366	496.6863	566.7155	613.8716	766.9795	845.4575	1284.867	1009.507	567.3901	511.7808
ILMN_1665737	95.17912	93.73797	101.7856	95.06856	108.6175	99.14184	126.3687	109.2461	118.3551	118.4016
ILMN_1665738	154.9588	104.4328	242.2971	155.6853	327.7349	221.4838	301.0573	165.2366	214.2368	143.9173
ILMN_1665740	96.68137	117.2328	91.53912	96.74463	101.4489	109.0555	105.4489	88.65098	104.1633	104.3649
ILMN_1665743	99.66641	109.1713	122.7766	111.166	97.26395	109.6234	99.89729	104.2373	104.4369	101.0327
ILMN_1665748	94.4028	92.68637	94.26576	95.17799	85.97668	90.7052	91.26271	105.1327	88.83059	107.5562
ILMN_1665751	104.7922	105.9182	106.4533	110.9581	99.87702	111.4367	115.3187	103.2236	106.1781	125.6754
ILMN_1665760	109.0536	88.43102	103.3322	96.35697	102.9351	99.56927	112.3326	116.0237	98.6058	104.7013
ILMN_1665761	84.65044	91.02789	96.05372	83.86032	86.7802	94.74808	84.66454	93.19318	93.64849	92.78111
ILMN_1665775	97.62692	100.2122	98.3171	98.92343	92.86218	86.74569	93.23182	95.40194	98.68784	92.22858
ILMN_1665778	106.2133	113.8976	103.8226	123.3265	101.2776	110.2672	109.2685	107.8761	102.9012	107.2669
ILMN_1665781	474.0338	502.2401	672.9471	591.506	652.8521	750.5725	932.2426	673.2386	613.4418	628.5041
ILMN_1665792	119.5549	114.7862	97.89772	124.57	122.7706	115.5687	133.3819	120.6539	108.9349	108.4916
ILMN_1665795	110.2143	124.9457	135.124	122.9674	128.5991	118.8946	113.0846	114.5577	111.6724	135.5416
ILMN_1665797	659.9505	531.2861	564.0576	563.3505	532.171	592.6889	686.1884	605.3887	631.8345	555.5084
ILMN_1665806	96.01221	106.6467	103.5219	98.16859	106.1248	100.8466	125.374	112.7642	115.1805	99.29306
ILMN_1665819	111.7277	139.5151	113.4364	112.9463	108.8448	120.7935	119.2265	107.5765	125.7239	111.0227
ILMN_1665821	118.7906	111.9354	105.3564	112.4532	99.13458	107.818	128.9776	82.68876	91.96127	97.81895
ILMN_1665823	11205.56	7665.614	8711.002	7966.565	6838.818	6893.429	8711.002	10615.19	6856.671	6553.479
ILMN_1665824	110.8563	105.3556	128.8886	108.9469	108.1734	104.7543	111.8772	104.9087	103.7918	102.5714
ILMN_1665831	1405.998	857.0206	1337.281	933.4027	662.2194	468.1375	745.3838	526.8557	831.2164	749.8055
ILMN_1665832	106.5785	104.2702	95.52462	98.20004	86.84068	101.2077	106.0624	104.3377	111.6007	100.3011
ILMN_1665838	113.9911	120.7543	106.2659	99.26181	108.7288	107.0013	121.671	107.5893	115.352	132.7499
ILMN_1665855	79.29535	86.41766	86.20577	88.87474	77.05321	67.16471	93.63761	96.43687	78.50054	87.02066
ILMN_1665856	101.7893	107.5616	87.79424	88.31557	120.8882	111.3384	105.1339	80.92717	101.6099	105.7152
ILMN_1665859	174.3015	141.0991	144.469	143.9084	110.426	152.215	150.4898	164.5528	130.4836	134.1146
ILMN_1665862	100.5945	99.84666	89.72043	94.87359	88.38357	98.84634	111.8586	92.0399	109.9809	94.54369
ILMN_1665865	367.8428	1762.577	283.0078	2077.666	125.7431	1891.432	205.9293	2232.027	213.7338	3294.244
ILMN_1665870	103.4031	100.9425	99.65772	104.7552	88.68977	93.9538	105.6221	97.13754	106.375	85.5657
ILMN_1665871	143.8704	126.5686	194.0608	131.2718	206.806	180.6751	166.9603	131.5695	144.8158	127.5919
ILMN_1665873	91.139	92.15657	99.96635	89.96065	94.56547	102.38	93.01237	96.51151	110.7146	106.2379
ILMN_1665876	108.4626	117.2291	110.8745	112.1256	103.2845	94.97594	100.3921	106.7211	118.1892	107.1883
