ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
ILMN_2206282	6.97e-01	1.72e-01	-1.4576462	-5.707074	-0.09429698	GEN1	GEN1, Holliday junction 5' flap endonuclease
ILMN_2132161	6.97e-01	1.72e-01	1.4576265	-5.7071	0.15273048	KIF18A	kinesin family member 18A
ILMN_1709056	6.97e-01	1.72e-01	-1.4576095	-5.707122	-0.08042942	FBXW8	F-box and WD repeat domain containing 8
ILMN_1711451	6.97e-01	1.72e-01	-1.4574305	-5.707357	-0.14143165	SLC7A2	solute carrier family 7 member 2
ILMN_2173291	6.97e-01	1.72e-01	1.4573657	-5.707443	0.55768442	CYP4B1	cytochrome P450 family 4 subfamily B member 1
ILMN_1672626	6.97e-01	1.72e-01	1.4572716	-5.707566	0.09417029	GYPC	glycophorin C (Gerbich blood group)
ILMN_3272347	6.97e-01	1.72e-01	1.4570989	-5.707793	0.09862932		
ILMN_3235036	6.97e-01	1.72e-01	1.4570025	-5.70792	0.15951275	LOC728024	chromosome X open reading frame 56 pseudogene
ILMN_1654697	6.97e-01	1.72e-01	1.456998	-5.707926	0.11073311	ZNF280B	zinc finger protein 280B
ILMN_2332691	6.97e-01	1.72e-01	-1.4569527	-5.707985	-0.14219712	CAPN3	calpain 3
ILMN_2274586	6.97e-01	1.72e-01	-1.4568557	-5.708113	-0.1064853	PKD1L2	polycystin 1 like 2 (gene/pseudogene)
ILMN_1763027	6.97e-01	1.72e-01	1.4568426	-5.70813	0.12354635	CAMK2B	calcium/calmodulin dependent protein kinase II beta
ILMN_1675765	6.97e-01	1.72e-01	1.4567316	-5.708276	0.1152479		
ILMN_1864228	6.97e-01	1.72e-01	-1.4566891	-5.708332	-0.08655837		
ILMN_1688276	6.97e-01	1.72e-01	1.4565706	-5.708487	0.09731596		
ILMN_1656779	6.97e-01	1.72e-01	1.4565452	-5.708521	0.09769909		
ILMN_1653514	6.97e-01	1.72e-01	1.4564992	-5.708581	0.18708571	RBBP4	RB binding protein 4, chromatin remodeling factor
ILMN_1792173	6.97e-01	1.72e-01	-1.456403	-5.708708	-0.10676338	TUBGCP4	tubulin gamma complex associated protein 4
ILMN_2345739	6.97e-01	1.72e-01	-1.4563977	-5.708715	-0.1578784	CAPRIN2	caprin family member 2
ILMN_3308976	6.97e-01	1.72e-01	1.4563931	-5.708721	0.13756553	MIR135B	microRNA 135b
ILMN_3240993	6.97e-01	1.72e-01	-1.4563685	-5.708753	-0.15441739		
ILMN_1662065	6.97e-01	1.72e-01	-1.4562958	-5.708849	-0.18806912	WDR92	WD repeat domain 92
ILMN_1714813	6.97e-01	1.72e-01	1.4562923	-5.708853	0.13146201		
ILMN_1788759	6.97e-01	1.72e-01	1.4562681	-5.708885	0.10682075	DSCAM	DS cell adhesion molecule
ILMN_1869135	6.97e-01	1.72e-01	1.4561274	-5.70907	0.1179758		
ILMN_1784364	6.98e-01	1.73e-01	1.4559947	-5.709244	0.36823252	STARD5	StAR related lipid transfer domain containing 5
ILMN_1651900	6.98e-01	1.73e-01	1.4559529	-5.709299	0.13717801	KCNA4	potassium voltage-gated channel subfamily A member 4
ILMN_3235949	6.98e-01	1.73e-01	1.4558246	-5.709468	0.13579114	HIST1H3E	histone cluster 1, H3e
ILMN_1656988	6.98e-01	1.73e-01	1.4558219	-5.709471	0.14928329		
ILMN_1658018	6.98e-01	1.73e-01	1.4558134	-5.709482	0.12486758		
ILMN_3299393	6.98e-01	1.73e-01	1.4557177	-5.709608	0.10221125	PNMAL1	paraneoplastic Ma antigen family like 1
ILMN_1785312	6.98e-01	1.73e-01	-1.4555299	-5.709855	-0.0878522	IL15	interleukin 15
ILMN_1708625	6.98e-01	1.73e-01	1.4554292	-5.709987	0.13717506		
ILMN_2174045	6.98e-01	1.73e-01	1.4554134	-5.710008	0.08095377	RNF126P1	ring finger protein 126 pseudogene 1
ILMN_2295698	6.98e-01	1.73e-01	-1.4553856	-5.710044	-0.11049018	AFG3L1P	AFG3 like matrix AAA peptidase subunit 1, pseudogene
ILMN_1887177	6.98e-01	1.73e-01	-1.4552961	-5.710162	-0.09742443		
ILMN_1739683	6.98e-01	1.73e-01	1.455196	-5.710293	0.09337853	LRRC6	leucine rich repeat containing 6
ILMN_1796673	6.98e-01	1.73e-01	-1.4550515	-5.710483	-0.06975983	RIT2	Ras like without CAAX 2
ILMN_1706261	6.98e-01	1.73e-01	1.454977	-5.710581	0.10144645	SLCO3A1	solute carrier organic anion transporter family member 3A1
ILMN_1692733	6.98e-01	1.73e-01	1.4549639	-5.710598	0.12858505	NRARP	NOTCH-regulated ankyrin repeat protein
ILMN_1657406	6.98e-01	1.73e-01	1.4548275	-5.710777	0.11457722	NUP50	nucleoporin 50
ILMN_1764090	6.98e-01	1.73e-01	1.4547964	-5.710818	0.29142933	AK4	adenylate kinase 4
ILMN_1701402	6.98e-01	1.73e-01	1.4546775	-5.710974	0.11729021	IKBIP	IKBKB interacting protein
ILMN_3262031	6.98e-01	1.73e-01	1.4546734	-5.710979	0.13971916		
ILMN_2306692	6.98e-01	1.73e-01	1.4545729	-5.711111	0.12104849	MINK1	misshapen like kinase 1
ILMN_1762843	6.98e-01	1.73e-01	1.4545725	-5.711112	0.10186807	FAM163B	family with sequence similarity 163 member B
ILMN_3274187	6.98e-01	1.73e-01	-1.4543665	-5.711382	-0.1427297		
ILMN_3179823	6.98e-01	1.73e-01	1.4543295	-5.711431	0.10481679		
ILMN_1708710	6.98e-01	1.73e-01	1.4543237	-5.711438	0.08747435	GFRAL	GDNF family receptor alpha like
ILMN_1668588	6.98e-01	1.73e-01	1.4542981	-5.711472	0.13386238		
ILMN_1800267	6.98e-01	1.73e-01	-1.454181	-5.711626	-0.10273705	FAM13A	family with sequence similarity 13 member A
ILMN_1754415	6.98e-01	1.73e-01	-1.4541773	-5.71163	-0.10818681		
ILMN_1801953	6.98e-01	1.73e-01	-1.4540827	-5.711755	-0.11760218	IHH	indian hedgehog
ILMN_2222337	6.98e-01	1.73e-01	-1.4540577	-5.711787	-0.1092657		
ILMN_1681805	6.98e-01	1.73e-01	-1.4540156	-5.711843	-0.1046345	ZIC3	Zic family member 3
ILMN_1661954	6.98e-01	1.73e-01	1.4540048	-5.711857	0.1246345		
ILMN_3237584	6.98e-01	1.73e-01	-1.4537735	-5.71216	-0.11915909		
ILMN_1676749	6.98e-01	1.73e-01	1.4534101	-5.712637	0.10145906	MAATS1	MYCBP associated and testis expressed 1
ILMN_3243664	6.98e-01	1.73e-01	-1.4533668	-5.712694	-0.4612834		
ILMN_3307940	6.98e-01	1.73e-01	1.453311	-5.712767	0.14749323	DLGAP1-AS1	DLGAP1 antisense RNA 1
ILMN_1653420	6.98e-01	1.73e-01	1.4532973	-5.712785	0.10704631		
ILMN_1763457	6.98e-01	1.73e-01	1.4532684	-5.712823	0.12292333	SGCD	sarcoglycan delta
ILMN_1655663	6.98e-01	1.73e-01	-1.4532657	-5.712827	-0.13069794	P3H4	prolyl 3-hydroxylase family member 4 (non-enzymatic)
ILMN_3246781	6.99e-01	1.73e-01	-1.4530387	-5.713124	-0.11723131	LOC100133091	uncharacterized LOC100133091
ILMN_1874735	6.99e-01	1.73e-01	1.4529022	-5.713304	0.08704551		
ILMN_1773725	6.99e-01	1.73e-01	1.4527502	-5.713503	0.08523991		
ILMN_1757521	6.99e-01	1.73e-01	1.4526943	-5.713576	0.11773481	CKM	creatine kinase, M-type
ILMN_1810374	6.99e-01	1.73e-01	-1.4526769	-5.713599	-0.12196224	TMEM156	transmembrane protein 156
ILMN_1806657	6.99e-01	1.73e-01	1.4525458	-5.713771	0.09497761		
ILMN_1790688	6.99e-01	1.73e-01	1.4525265	-5.713796	0.17020057	AHNAK2	AHNAK nucleoprotein 2
ILMN_2345749	6.99e-01	1.73e-01	-1.4524105	-5.713949	-0.11138644	FGF8	fibroblast growth factor 8
ILMN_1775853	6.99e-01	1.74e-01	1.4522738	-5.714128	0.14729996	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1
ILMN_1733736	6.99e-01	1.74e-01	1.4522083	-5.714214	0.10155477		
ILMN_1669299	6.99e-01	1.74e-01	-1.4521173	-5.714333	-0.12243181	KRT2	keratin 2
ILMN_1676947	6.99e-01	1.74e-01	-1.4520866	-5.714373	-0.08158494		
ILMN_1666798	6.99e-01	1.74e-01	-1.4520334	-5.714443	-0.11431101		
ILMN_1658869	6.99e-01	1.74e-01	-1.4519932	-5.714496	-0.13368864		
ILMN_3307483	6.99e-01	1.74e-01	-1.4519528	-5.714549	-0.11468753	MCF2L	MCF.2 cell line derived transforming sequence like
ILMN_1781980	6.99e-01	1.74e-01	-1.4518792	-5.714645	-0.09485122	CFC1B	cripto, FRL-1, cryptic family 1B
ILMN_1803850	6.99e-01	1.74e-01	-1.451817	-5.714727	-0.11204249	TSPAN15	tetraspanin 15
ILMN_1808634	6.99e-01	1.74e-01	-1.4516612	-5.714931	-0.31584251	DRAM2	DNA damage regulated autophagy modulator 2
ILMN_1690035	6.99e-01	1.74e-01	-1.4515324	-5.7151	-0.08984174	FLYWCH1	FLYWCH-type zinc finger 1
ILMN_1655796	6.99e-01	1.74e-01	1.4515313	-5.715101	0.18642371		
ILMN_1736400	6.99e-01	1.74e-01	-1.4514243	-5.715242	-0.14220203		
ILMN_1805646	6.99e-01	1.74e-01	-1.4514036	-5.715269	-0.29512175	SS18	SS18, nBAF chromatin remodeling complex subunit
ILMN_3238478	6.99e-01	1.74e-01	1.451346	-5.715344	0.08377892	SNORD11B	small nucleolar RNA, C/D box 11B
ILMN_1776703	6.99e-01	1.74e-01	-1.4511422	-5.715611	-0.11280294		
ILMN_1755290	6.99e-01	1.74e-01	-1.4510884	-5.715682	-0.07776416	CEP170	centrosomal protein 170
ILMN_1715589	6.99e-01	1.74e-01	-1.4510632	-5.715715	-0.11549333	PLEKHA2	pleckstrin homology domain containing A2
ILMN_1697370	6.99e-01	1.74e-01	-1.4510455	-5.715738	-0.11302399	CST11	cystatin 11
ILMN_1761422	6.99e-01	1.74e-01	-1.4508994	-5.71593	-0.14966688		
ILMN_2219134	6.99e-01	1.74e-01	-1.450788	-5.716076	-0.31279403	RPS15	ribosomal protein S15
ILMN_3258951	6.99e-01	1.74e-01	1.4507319	-5.716149	0.12282706		
ILMN_1894034	6.99e-01	1.74e-01	-1.4507161	-5.71617	-0.15216776		
ILMN_2217809	6.99e-01	1.74e-01	1.4507089	-5.716179	0.20907612	TMEM126A	transmembrane protein 126A
ILMN_1815851	6.99e-01	1.74e-01	-1.4505079	-5.716443	-0.13163755		
ILMN_1896111	7.00e-01	1.74e-01	1.4502231	-5.716816	0.12313554		
ILMN_3249383	7.00e-01	1.74e-01	1.4502102	-5.716833	0.1077275		
ILMN_1728125	7.00e-01	1.74e-01	-1.4500438	-5.717051	-0.08595521		
ILMN_2171597	7.00e-01	1.74e-01	1.4500303	-5.717068	0.12815204		
ILMN_1777917	7.00e-01	1.74e-01	1.4500115	-5.717093	0.13155845		
ILMN_2072091	7.00e-01	1.74e-01	1.4499644	-5.717155	0.2411028	HNRNPUL2	heterogeneous nuclear ribonucleoprotein U like 2
ILMN_2049909	7.00e-01	1.74e-01	-1.4499043	-5.717233	-0.09051386	HTN3	histatin 3
ILMN_1806294	7.00e-01	1.74e-01	1.4498615	-5.717289	0.20467775	RPS6KA3	ribosomal protein S6 kinase A3
ILMN_3301958	7.00e-01	1.74e-01	-1.44979	-5.717383	-0.10937003	LSP1P3	lymphocyte-specific protein 1 pseudogene 3
ILMN_1665066	7.00e-01	1.74e-01	-1.4497648	-5.717416	-0.14128017	NOA1	nitric oxide associated 1
ILMN_1723908	7.00e-01	1.74e-01	1.4496886	-5.717516	0.11966532		
ILMN_3253990	7.00e-01	1.74e-01	1.4494753	-5.717795	0.10818706		
ILMN_1664706	7.00e-01	1.74e-01	-1.4494053	-5.717887	-0.14276771	HIST2H3D	histone cluster 2, H3d
ILMN_3296816	7.00e-01	1.74e-01	-1.4493371	-5.717976	-0.12108394		
ILMN_1728191	7.00e-01	1.74e-01	-1.4493203	-5.717998	-0.08902648	ANP32D	acidic nuclear phosphoprotein 32 family member D
ILMN_1677946	7.00e-01	1.74e-01	1.4490883	-5.718302	0.15903543		
ILMN_3311045	7.00e-01	1.74e-01	1.4489485	-5.718485	0.09594887	MIR216A	microRNA 216a
ILMN_1837710	7.00e-01	1.74e-01	1.4488405	-5.718627	0.11257055		
ILMN_1751445	7.00e-01	1.74e-01	-1.4488298	-5.718641	-0.09393343	PPY	pancreatic polypeptide
ILMN_1730363	7.00e-01	1.75e-01	1.4486327	-5.718899	0.1081101	STAU1	staufen double-stranded RNA binding protein 1
ILMN_1814853	7.00e-01	1.75e-01	1.4485865	-5.718959	0.08844322		
ILMN_1686485	7.00e-01	1.75e-01	1.4484085	-5.719192	0.09460172		
ILMN_1750178	7.00e-01	1.75e-01	1.4483445	-5.719276	0.11035641		
ILMN_1709584	7.00e-01	1.75e-01	-1.4482597	-5.719387	-0.1028767		
ILMN_1808494	7.00e-01	1.75e-01	1.4482483	-5.719402	0.11696646	ITIH2	inter-alpha-trypsin inhibitor heavy chain 2
ILMN_1905244	7.00e-01	1.75e-01	-1.4482084	-5.719454	-0.09083177		
ILMN_1657199	7.00e-01	1.75e-01	1.4481927	-5.719475	0.13877313	NFASC	neurofascin
ILMN_3247050	7.00e-01	1.75e-01	1.4481166	-5.719574	0.119959	HERC2P7	hect domain and RLD 2 pseudogene 7
ILMN_1694268	7.00e-01	1.75e-01	-1.448043	-5.71967	-0.43721449	HES6	hes family bHLH transcription factor 6
ILMN_1780699	7.01e-01	1.75e-01	-1.4478296	-5.71995	-0.32773581	THAP11	THAP domain containing 11
ILMN_1800408	7.01e-01	1.75e-01	1.4478183	-5.719964	0.09943028		
ILMN_3203815	7.01e-01	1.75e-01	1.4476759	-5.720151	0.09952492		
ILMN_1662280	7.01e-01	1.75e-01	-1.4476538	-5.72018	-0.1054649	GDF1	growth differentiation factor 1
ILMN_3272681	7.01e-01	1.75e-01	-1.4472885	-5.720658	-0.08545364	TTC28-AS1	TTC28 antisense RNA 1
ILMN_1791297	7.01e-01	1.75e-01	-1.4472382	-5.720723	-0.11512732		
ILMN_1765851	7.01e-01	1.75e-01	1.4471869	-5.720791	0.26888043	TRADD	TNFRSF1A associated via death domain
ILMN_2382127	7.01e-01	1.75e-01	1.4471228	-5.720875	0.17255143	PPFIA1	PTPRF interacting protein alpha 1
ILMN_1768953	7.01e-01	1.75e-01	1.4470664	-5.720948	0.14459777	SDC1	syndecan 1
ILMN_1814654	7.01e-01	1.75e-01	1.447064	-5.720951	0.08105098		
ILMN_1774661	7.01e-01	1.75e-01	1.4470541	-5.720964	0.17025392	SNRPB	small nuclear ribonucleoprotein polypeptides B and B1
ILMN_1745964	7.01e-01	1.75e-01	-1.4470289	-5.720997	-0.15583057	IRAK2	interleukin 1 receptor associated kinase 2
ILMN_2065773	7.01e-01	1.75e-01	1.4469385	-5.721116	0.09813186	SCG5	secretogranin V
ILMN_2242013	7.01e-01	1.75e-01	1.4469316	-5.721125	0.0898751	PRAMEF10	PRAME family member 10
ILMN_1701882	7.01e-01	1.75e-01	1.4468154	-5.721277	0.14297085	FAM72B	family with sequence similarity 72 member B
ILMN_1814799	7.01e-01	1.75e-01	1.4467449	-5.721369	0.10717191	S100A13	S100 calcium binding protein A13
ILMN_1758412	7.01e-01	1.75e-01	-1.4465868	-5.721576	-0.15772062	COPS7A	COP9 signalosome subunit 7A
ILMN_1673746	7.01e-01	1.75e-01	1.446544	-5.721632	0.17112309	TIMM23	translocase of inner mitochondrial membrane 23
ILMN_1655980	7.01e-01	1.75e-01	-1.4464331	-5.721777	-0.11441644		
ILMN_1678087	7.01e-01	1.75e-01	-1.4463896	-5.721834	-0.38192034	MAP3K4	mitogen-activated protein kinase kinase kinase 4
ILMN_1678522	7.01e-01	1.75e-01	-1.4463197	-5.721925	-0.23061008		
ILMN_1778187	7.01e-01	1.75e-01	-1.4462894	-5.721965	-0.12316124	TARS2	threonyl-tRNA synthetase 2, mitochondrial (putative)
ILMN_1673171	7.01e-01	1.75e-01	-1.446284	-5.721972	-0.12795526		
ILMN_1764714	7.01e-01	1.75e-01	1.4462803	-5.721976	0.10325285	ANGPTL8	angiopoietin like 8
ILMN_1782551	7.01e-01	1.75e-01	-1.4462097	-5.722069	-0.14625282	E2F5	E2F transcription factor 5
ILMN_1758523	7.01e-01	1.75e-01	1.446157	-5.722138	0.09468445	ABCA3	ATP binding cassette subfamily A member 3
ILMN_3281845	7.01e-01	1.75e-01	1.4458964	-5.722478	0.09514285		
ILMN_3266606	7.01e-01	1.75e-01	-1.4458937	-5.722482	-0.542986		
ILMN_3286121	7.01e-01	1.75e-01	1.4457328	-5.722692	0.12166062		
ILMN_1780576	7.01e-01	1.75e-01	1.4457134	-5.722718	0.09548093	PLPPR1	phospholipid phosphatase related 1
ILMN_3282549	7.01e-01	1.75e-01	1.4455501	-5.722931	0.1355195		
ILMN_1796305	7.01e-01	1.75e-01	1.4455469	-5.722935	0.16929578	UPF2	UPF2 regulator of nonsense transcripts homolog (yeast)
ILMN_1806601	7.01e-01	1.75e-01	1.4454734	-5.723031	0.28512174	GRSF1	G-rich RNA sequence binding factor 1
ILMN_3234979	7.01e-01	1.75e-01	1.4454549	-5.723056	0.12364069	COQ4	coenzyme Q4
ILMN_3249366	7.01e-01	1.75e-01	-1.4452591	-5.723312	-0.30238166	JMJD8	jumonji domain containing 8
ILMN_1658992	7.01e-01	1.75e-01	1.445235	-5.723343	0.26028442	DPM1	dolichyl-phosphate mannosyltransferase subunit 1, catalytic
ILMN_1696355	7.01e-01	1.75e-01	1.4452259	-5.723355	0.1299884	OR5M3	olfactory receptor family 5 subfamily M member 3
ILMN_1763491	7.01e-01	1.75e-01	1.445215	-5.723369	0.07960926	CKMT1B	creatine kinase, mitochondrial 1B
ILMN_1654870	7.01e-01	1.75e-01	1.4452003	-5.723388	0.09997552		
ILMN_1656017	7.01e-01	1.75e-01	1.4450901	-5.723532	0.09868375	NRF1	nuclear respiratory factor 1
ILMN_3180456	7.02e-01	1.76e-01	-1.444784	-5.723932	-0.11052125		
ILMN_3245431	7.02e-01	1.76e-01	1.4446985	-5.724044	0.08921741		
ILMN_2405233	7.02e-01	1.76e-01	1.4446846	-5.724062	0.19966984	FAM133B	family with sequence similarity 133 member B
ILMN_1673119	7.02e-01	1.76e-01	-1.444607	-5.724164	-0.12007925	AFF1	AF4/FMR2 family member 1
ILMN_1745811	7.02e-01	1.76e-01	-1.4444677	-5.724346	-0.07891577	TDRD3	tudor domain containing 3
ILMN_1788783	7.02e-01	1.76e-01	-1.4444193	-5.724409	-0.32268451	TRAM2	translocation associated membrane protein 2
ILMN_1779530	7.02e-01	1.76e-01	1.4443652	-5.72448	0.15755975	COG6	component of oligomeric golgi complex 6
ILMN_1712556	7.02e-01	1.76e-01	1.4443286	-5.724527	0.14389935	ZW10	zw10 kinetochore protein
ILMN_1750961	7.02e-01	1.76e-01	-1.4443047	-5.724559	-0.15021083	TM6SF1	transmembrane 6 superfamily member 1
ILMN_1676447	7.02e-01	1.76e-01	1.4441111	-5.724812	0.12895507	GPR173	G protein-coupled receptor 173
ILMN_2185077	7.02e-01	1.76e-01	1.4440675	-5.724869	0.11408788	C14orf39	chromosome 14 open reading frame 39
ILMN_1735719	7.02e-01	1.76e-01	-1.4438056	-5.725211	-0.12703472	UNG	uracil DNA glycosylase
ILMN_1786936	7.02e-01	1.76e-01	1.4437897	-5.725231	0.11119887		
ILMN_1710597	7.02e-01	1.76e-01	-1.4435886	-5.725494	-0.10182548	CDV3	CDV3 homolog
ILMN_3305933	7.02e-01	1.76e-01	-1.4434469	-5.725679	-0.11598951	LOC730668	dynein heavy chain -like pseudogene
ILMN_1710000	7.02e-01	1.76e-01	-1.4432635	-5.725919	-0.10047686	PEX11G	peroxisomal biogenesis factor 11 gamma
ILMN_1744445	7.02e-01	1.76e-01	1.4432448	-5.725943	0.13971904		
ILMN_2331062	7.02e-01	1.76e-01	-1.4432318	-5.72596	-0.12442268	CBFA2T2	CBFA2/RUNX1 translocation partner 2
ILMN_1788421	7.02e-01	1.76e-01	1.4431995	-5.726002	0.11201243	KCNK15	potassium two pore domain channel subfamily K member 15
ILMN_1700810	7.02e-01	1.76e-01	1.4431677	-5.726044	0.44433105		
ILMN_3264066	7.02e-01	1.76e-01	-1.4430668	-5.726175	-0.09396853		
ILMN_1662799	7.02e-01	1.76e-01	-1.4429202	-5.726367	-0.2532826	GPSM3	G-protein signaling modulator 3
ILMN_1826215	7.02e-01	1.76e-01	-1.4428889	-5.726408	-0.10882103	LOC100128922	connexin
ILMN_1747451	7.02e-01	1.76e-01	-1.442846	-5.726464	-0.32730029	PLCXD1	phosphatidylinositol specific phospholipase C X domain containing 1
ILMN_3291477	7.02e-01	1.76e-01	1.44278	-5.72655	0.10279592		
ILMN_2289111	7.02e-01	1.76e-01	1.442727	-5.726619	0.08630759	GLB1	galactosidase beta 1
ILMN_3246247	7.02e-01	1.76e-01	-1.4426514	-5.726718	-0.19923109		
ILMN_1887063	7.02e-01	1.76e-01	1.4426498	-5.72672	0.10341261		
ILMN_3215206	7.02e-01	1.76e-01	1.4426381	-5.726735	0.25258123		
ILMN_1753706	7.02e-01	1.76e-01	-1.4425867	-5.726802	-0.1112265	CRHR1	corticotropin releasing hormone receptor 1
ILMN_3194291	7.02e-01	1.76e-01	1.4423765	-5.727077	0.14857515		
ILMN_2194627	7.02e-01	1.76e-01	-1.4423525	-5.727108	-0.18748592	GMCL1	germ cell-less, spermatogenesis associated 1
ILMN_2401826	7.02e-01	1.76e-01	1.4422544	-5.727236	0.13742264	FTSJ1	FtsJ RNA methyltransferase homolog 1 (E. coli)
ILMN_3275056	7.02e-01	1.76e-01	1.4421734	-5.727342	0.11140166		
ILMN_1718672	7.02e-01	1.76e-01	-1.4420929	-5.727447	-0.3043532	NHP2	NHP2 ribonucleoprotein
ILMN_1667437	7.02e-01	1.76e-01	1.4420726	-5.727473	0.11336161	TMEM255B	transmembrane protein 255B
ILMN_3275489	7.02e-01	1.76e-01	-1.4420377	-5.727519	-0.23772709		
ILMN_1909118	7.02e-01	1.76e-01	-1.4419986	-5.72757	-0.1034458		
ILMN_1678325	7.02e-01	1.76e-01	1.4419941	-5.727576	0.10774669		
ILMN_3245250	7.02e-01	1.76e-01	-1.4419726	-5.727604	-0.08080994		
ILMN_3188054	7.02e-01	1.76e-01	-1.4419325	-5.727656	-0.12109064		
ILMN_1765633	7.02e-01	1.76e-01	1.4417812	-5.727854	0.26950807		
ILMN_1716988	7.02e-01	1.76e-01	-1.441716	-5.727939	-0.83484709	OPN3	opsin 3
ILMN_1681203	7.02e-01	1.76e-01	1.4416597	-5.728012	0.090006	TWF1	twinfilin actin binding protein 1
ILMN_3251383	7.02e-01	1.76e-01	1.4415025	-5.728217	0.12361828	CCDC74B	coiled-coil domain containing 74B
ILMN_3227768	7.02e-01	1.76e-01	1.4414915	-5.728232	0.15083491		
ILMN_2107344	7.02e-01	1.76e-01	-1.4414573	-5.728276	-0.11599149		
ILMN_1754656	7.03e-01	1.77e-01	-1.4413112	-5.728467	-0.09042894	TCP10L	t-complex 10-like
ILMN_1811426	7.03e-01	1.77e-01	1.4412971	-5.728485	0.11357907	TMTC1	transmembrane and tetratricopeptide repeat containing 1
ILMN_1871395	7.03e-01	1.77e-01	1.4411752	-5.728644	0.11487017		
ILMN_1700024	7.03e-01	1.77e-01	-1.4411189	-5.728718	-0.20404724	UST	uronyl 2-sulfotransferase
ILMN_1702943	7.03e-01	1.77e-01	-1.4410904	-5.728755	-0.07896461	DLK2	delta like non-canonical Notch ligand 2
ILMN_3243634	7.03e-01	1.77e-01	1.4410589	-5.728796	0.11005368	SLFN14	schlafen family member 14
ILMN_1779195	7.03e-01	1.77e-01	-1.440995	-5.728879	-0.10123771	MBD3L5	methyl-CpG binding domain protein 3 like 5
ILMN_1687220	7.03e-01	1.77e-01	1.4408643	-5.72905	0.08701287	DMRT3	doublesex and mab-3 related transcription factor 3
ILMN_1662497	7.03e-01	1.77e-01	-1.4408316	-5.729092	-0.12690333	KRTAP3-2	keratin associated protein 3-2
ILMN_1779370	7.03e-01	1.77e-01	-1.440755	-5.729192	-0.08090754	ARHGEF9	Cdc42 guanine nucleotide exchange factor 9
ILMN_1651262	7.03e-01	1.77e-01	-1.4403349	-5.72974	-0.15259969	HNRNPAB	heterogeneous nuclear ribonucleoprotein A/B
ILMN_3181457	7.03e-01	1.77e-01	1.4403205	-5.729759	0.10769695		
ILMN_2077406	7.03e-01	1.77e-01	-1.4401236	-5.730016	-0.12839801	CCDC18	coiled-coil domain containing 18
ILMN_1656297	7.03e-01	1.77e-01	-1.4400968	-5.730051	-0.15697416	YBEY	ybeY metallopeptidase (putative)
ILMN_3244760	7.03e-01	1.77e-01	1.4400736	-5.730081	0.11509102	TGS1	trimethylguanosine synthase 1
ILMN_3287157	7.03e-01	1.77e-01	1.4400501	-5.730111	0.1778003		
ILMN_1664574	7.03e-01	1.77e-01	-1.4400373	-5.730128	-0.08974584		
ILMN_1700903	7.03e-01	1.77e-01	1.4400036	-5.730172	0.13677057		
ILMN_1742923	7.03e-01	1.77e-01	-1.4399558	-5.730234	-0.09914863	ZNF584	zinc finger protein 584
ILMN_1786631	7.03e-01	1.77e-01	1.4398927	-5.730317	0.08792117	SIX6	SIX homeobox 6
ILMN_1748060	7.03e-01	1.77e-01	1.4398688	-5.730348	0.1349014		
ILMN_1784090	7.03e-01	1.77e-01	-1.4398631	-5.730355	-0.09418118		
ILMN_1656383	7.03e-01	1.77e-01	-1.4396388	-5.730648	-0.09341509	SOHLH1	spermatogenesis and oogenesis specific basic helix-loop-helix 1
ILMN_2162135	7.03e-01	1.77e-01	1.4396337	-5.730654	0.10683617	TRAPPC13	trafficking protein particle complex 13
ILMN_1662147	7.03e-01	1.77e-01	1.4395364	-5.730781	0.10861537	MANEAL	mannosidase endo-alpha like
ILMN_3246766	7.03e-01	1.77e-01	-1.4393903	-5.730972	-0.54478769	NPIPB5	nuclear pore complex interacting protein family member B5
ILMN_1759319	7.03e-01	1.77e-01	1.4393833	-5.730981	0.15174904	SCAND2P	SCAN domain containing 2 pseudogene
ILMN_1681882	7.03e-01	1.77e-01	1.4392942	-5.731097	0.07425876	CETP	cholesteryl ester transfer protein
ILMN_1661113	7.03e-01	1.77e-01	-1.4391437	-5.731293	-0.12770959	GH2	growth hormone 2
ILMN_2262930	7.03e-01	1.77e-01	1.438992	-5.731491	0.09510515	MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2
ILMN_2323385	7.03e-01	1.77e-01	-1.4388655	-5.731656	-0.28680893	TRIM4	tripartite motif containing 4
ILMN_1802457	7.03e-01	1.77e-01	1.4388077	-5.731731	0.09249864	MAX	MYC associated factor X
ILMN_1866460	7.03e-01	1.77e-01	-1.4387451	-5.731812	-0.14528057		
ILMN_1858247	7.03e-01	1.77e-01	-1.4387035	-5.731867	-0.07946925		
ILMN_1776527	7.03e-01	1.77e-01	-1.4386705	-5.73191	-0.13097094		
ILMN_1670805	7.04e-01	1.77e-01	-1.4384044	-5.732256	-0.1334141	PRR20A	proline rich 20A
ILMN_1770152	7.04e-01	1.77e-01	-1.4381472	-5.732591	-0.08836475	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18
ILMN_3305949	7.04e-01	1.77e-01	1.4381429	-5.732597	0.16026357		
ILMN_1682938	7.04e-01	1.77e-01	-1.4381249	-5.732621	-0.22144426	ARF3	ADP ribosylation factor 3
ILMN_3249700	7.04e-01	1.77e-01	1.4380914	-5.732664	0.08454898		
